vehicle_number,driver_number,lap_number,lap_time,lap_improvement,crossing_finish_line_in_pit,s1,s1_improvement,s2,s2_improvement,s3,s3_improvement,kph,elapsed,hour,s1_large,s2_large,s3_large,top_speed,pit_time,class,group,manufacturer,flag_at_fl,s1_seconds,s2_seconds,s3_seconds,im1a_time,im1a_elapsed,im1_time,im1_elapsed,im2a_time,im2a_elapsed,im2_time,im2_elapsed,im3a_time,im3a_elapsed,fl_time,fl_elapsed,tyre_age,elapsed_seconds,TIME_UTC_SECOND,TIME_UTC_SECONDS,TIME_UTC_STR,AIR_TEMP,TRACK_TEMP,HUMIDITY,PRESSURE,WIND_SPEED,WIND_DIRECTION,RAIN,lap_time_seconds,START_UTC_SECONDS,lap,Steering_Angle,accx_can,accy_can,ath,gear,nmot,pbrake_f,pbrake_r,speed,incident,best_lap_time,loss_per_lap
21,1,4,0 days 00:02:26.554000,0,,43.794,0,50.744,0,52.016,2,147.9,11:13.592,2025-11-11 10:16:11.967,0:43.794,0:50.744,0:52.016,,,Am,,Toyota Gazoo Racing,GF,43.794,50.744,52.016,17.726,17.726,26.068,43.794,28.664,1:12.458,22.08,1:34.538,32.6,2:07.138,19.416,2:26.554,3,523.589,1747577673.589,,,,,,,,,,146.554,1747577527.035,4,-5.123329355608592,0.005351730310262531,-0.12633949880668258,79.91996121718378,3.1927207637231505,6404.605067064083,6.712798329355608,6.836375298329355,142.72019374068554,1,0 days 00:02:26.513000,0.041
21,1,5,0 days 00:02:26.711000,0,,43.790,0,50.706,2,52.215,0,147.7,13:40.303,2025-11-11 10:18:38.678,0:43.790,0:50.706,0:52.215,,,Am,,Toyota Gazoo Racing,GF,43.79,50.706,52.215,17.686,17.686,26.104,43.790,28.600,1:12.390,22.106,1:34.496,32.724,2:07.220,19.491,2:26.711,4,670.3,1747577820.3,,,,,,,,,,146.711,1747577673.589,5,-4.741719648804118,0.0042128368150166524,-0.1320675143808659,79.84577353920679,3.2370572207084467,6400.287878787879,6.912399333938843,7.035540417801998,143.80692424242426,1,0 days 00:02:26.513000,0.198
21,1,6,0 days 00:02:26.513000,2,,43.708,0,50.758,0,52.047,0,147.9,16:06.816,2025-11-11 10:21:05.191,0:43.708,0:50.758,0:52.047,,,Am,,Toyota Gazoo Racing,GF,43.708,50.758,52.047,17.652,17.652,26.056,43.708,28.694,1:12.402,22.064,1:34.466,32.651,2:07.117,19.396,2:26.513,5,816.813,1747577966.813,1747577965.0,2025-05-18 14:19:25,29.88,37.9,61.8,1013.5,1.44,231.0,0.0,146.513,1747577820.3,6,-3.9195262678408747,0.00494959003947768,-0.1313246279987853,81.00856361979957,3.232918311569997,6377.658573596358,7.166076525964166,7.300871545703006,143.01364188163885,1,0 days 00:02:26.513000,0.0
21,1,7,0 days 00:02:28.033000,0,,44.367,0,51.649,0,52.017,0,146.4,18:34.849,2025-11-11 10:23:33.224,0:44.367,0:51.649,0:52.017,,,Am,,Toyota Gazoo Racing,GF,44.367,51.649,52.017,17.590,17.590,26.777,44.367,29.387,1:13.754,22.262,1:36.016,32.72,2:08.736,19.297,2:28.033,6,964.846,1747578114.846,,,,,,,,,,148.03300000000002,1747577966.813,7,-3.8569918453639382,0.0072301419510721835,-0.13638568408335852,79.49908788885533,3.232256115977046,6412.858006042296,7.531864995469647,7.661855934762911,143.88740181268884,1,0 days 00:02:26.513000,1.52
21,1,8,0 days 00:02:27.277000,0,,43.965,0,51.120,0,52.192,0,147.1,21:02.126,2025-11-11 10:26:00.501,0:43.965,0:51.120,0:52.192,,,Am,,Toyota Gazoo Racing,GF,43.965,51.12,52.192,17.821,17.821,26.144,43.965,28.819,1:12.784,22.301,1:35.085,32.819,2:07.904,19.373,2:27.277,7,1112.123,1747578262.123,,,,,,,,,,147.277,1747578114.846,8,-5.1287056683843595,0.005212791755077297,-0.13517762958472265,79.9861291300394,3.19460442558351,6353.66717325228,7.455447105183389,7.595841163989087,141.52009118541034,1,0 days 00:02:26.513000,0.764
21,1,9,0 days 00:02:26.905000,0,,43.685,0,50.927,0,52.293,0,147.5,23:29.031,2025-11-11 10:28:27.406,0:43.685,0:50.927,0:52.293,,,Am,,Toyota Gazoo Racing,GF,43.685,50.927,52.293,17.654,17.654,26.031,43.685,28.805,1:12.490,22.122,1:34.612,32.89,2:07.502,19.403,2:26.905,8,1259.028,1747578409.028,,,,,,,,,,146.905,1747578262.1230001,9,-4.0581856413337345,0.011236707720036048,-0.13386632622409134,78.2202192850706,3.206668669270051,6428.975939849624,6.65604235506158,6.78417843196155,142.98157894736843,1,0 days 00:02:26.513000,0.392
21,1,10,0 days 00:02:26.867000,0,,43.625,2,50.984,0,52.258,0,147.5,25:55.898,2025-11-11 10:30:54.273,0:43.625,0:50.984,0:52.258,,,Am,,Toyota Gazoo Racing,GF,43.625,50.984,52.258,17.595,17.595,26.03,43.625,28.663,1:12.288,22.321,1:34.609,32.877,2:07.486,19.381,2:26.867,9,1405.895,1747578555.895,,,,,,,,,,146.867,1747578409.0279999,10,-2.709069069069069,0.005951951951951952,-0.13421081081081082,80.3984174174174,3.233033033033033,6399.490254872564,6.55084984984985,6.681765765765765,143.4255472263868,1,0 days 00:02:26.513000,0.354
21,1,11,0 days 00:02:27.380000,0,,43.728,0,50.936,0,52.716,0,147.0,28:23.278,2025-11-11 10:33:21.653,0:43.728,0:50.936,0:52.716,,,Am,,Toyota Gazoo Racing,GF,43.728,50.936,52.716,17.692,17.692,26.036,43.728,28.794,1:12.522,22.142,1:34.664,33.183,2:07.847,19.533,2:27.380,10,1553.275,1747578703.275,,,,,,,,,,147.38,1747578555.895,11,-3.115003006614552,0.00868310282621768,-0.13342663860493084,79.92409500901985,3.2248947684906795,6409.732330827068,6.237115153337342,6.363698135898978,143.44419548872182,1,0 days 00:02:26.513000,0.867
21,1,12,0 days 00:02:27.658000,0,,43.711,0,51.112,0,52.835,0,146.7,30:50.936,2025-11-11 10:35:49.311,0:43.711,0:51.112,0:52.835,,,Am,,Toyota Gazoo Racing,GF,43.711,51.112,52.835,17.734,17.734,25.977,43.711,28.760,1:12.471,22.352,1:34.823,33.327,2:08.150,19.508,2:27.658,11,1700.933,1747578850.933,,,,,,,,,,147.65800000000002,1747578703.275,12,-3.2296486977589343,0.010193821926105393,-0.12008600847970927,81.0062568140521,3.2228952150211994,6408.848714069592,6.157827074500303,6.279819806178074,143.20860816944025,1,0 days 00:02:26.513000,1.145
21,1,13,0 days 00:02:27.278000,0,,43.857,0,51.003,0,52.418,0,147.1,33:18.214,2025-11-11 10:38:16.589,0:43.857,0:51.003,0:52.418,,,Am,,Toyota Gazoo Racing,GF,43.857,51.003,52.418,17.718,17.718,26.139,43.857,28.849,1:12.706,22.154,1:34.860,32.945,2:07.805,19.473,2:27.278,12,1848.211,1747578998.211,,,,,,,,,,147.278,1747578850.9329998,13,-2.487063041529728,0.008541380340603527,-0.1305769345682701,79.58760979982073,3.2055572154167913,6418.26158445441,6.067083955781296,6.195046310128473,142.79727952167414,1,0 days 00:02:26.513000,0.765
21,1,14,0 days 00:02:27.160000,0,,43.800,0,50.765,0,52.595,0,147.2,35:45.374,2025-11-11 10:40:43.749,0:43.800,0:50.765,0:52.595,,,Am,,Toyota Gazoo Racing,GF,43.8,50.765,52.595,17.718,17.718,26.082,43.800,28.605,1:12.405,22.16,1:34.565,33.093,2:07.658,19.502,2:27.160,13,1995.371,1747579145.371,,,,,,,,,,147.16,1747578998.211,14,-4.53908080504656,0.00685491138480024,-0.13326975067587865,79.75677080204267,3.2249924902373084,6392.911411411412,5.995351456893963,6.119152898768399,143.09806306306305,1,0 days 00:02:26.513000,0.647
21,1,15,0 days 00:02:27.899000,0,,43.855,0,51.527,0,52.517,0,146.5,38:13.273,2025-11-11 10:43:11.648,0:43.855,0:51.527,0:52.517,,,Am,,Toyota Gazoo Racing,GF,43.855,51.527,52.517,17.702,17.702,26.153,43.855,29.288,1:13.143,22.239,1:35.382,33.033,2:08.415,19.484,2:27.899,14,2143.27,1747579293.27,,,,,,,,,,147.899,1747579145.371,15,-2.7466266866566715,0.0064308845577211405,-0.13115982008995503,80.28585307346327,3.220089955022489,6411.469265367316,6.2944962518740635,6.421694152923539,143.06308845577212,1,0 days 00:02:26.513000,1.386
21,1,16,0 days 00:02:27.791000,0,,43.950,0,51.048,0,52.793,0,146.6,40:41.064,2025-11-11 10:45:39.439,0:43.950,0:51.048,0:52.793,,,Am,,Toyota Gazoo Racing,FF,43.95,51.048,52.793,17.746,17.746,26.204,43.950,28.879,1:12.829,22.169,1:34.998,33.056,2:08.054,19.737,2:27.791,15,2291.061,1747579441.061,,,,,,,,,,147.791,1747579293.2700002,16,-3.6751528117359413,0.003977383863080685,-0.11852933985330075,79.17101466992665,3.211185819070905,6383.264525993884,6.3219055623471885,6.457243276283619,142.434877675841,1,0 days 00:02:26.513000,1.278
31,1,1,0 days 00:02:37.864000,0,,48.037,0,52.576,0,57.251,0,137.3,2:37.864,2025-11-11 10:07:36.239,0:48.037,0:52.576,0:57.251,,,Am,,Toyota Gazoo Racing,FCY,48.037,52.576,57.251,21.299,21.299,26.738,48.037,29.487,1:17.524,23.089,1:40.613,34.759,2:15.372,22.492,2:37.864,0,7.861,1747577157.861,,,,,,,,,,157.864,1747576999.997,1,0.5055880262222573,0.005240028433773004,-0.027855422162546405,26.74203735881842,0.8346497117131348,2026.6131516587677,5.413872324460944,5.626950675302108,38.01297788309637,1,0 days 00:02:26.914000,10.95
31,1,2,0 days 00:03:41.805000,0,,1:05.108,0,1:17.334,0,1:19.363,0,97.7,6:19.669,2025-11-11 10:11:18.044,1:05.108,1:17.334,1:19.363,,,Am,,Toyota Gazoo Racing,GF,65.108,77.334,79.363,27.808,27.808,37.3,1:05.108,42.323,1:47.431,35.011,2:22.442,54.93,3:17.372,24.433,3:41.805,1,229.666,1747577379.666,,,,,,,,,,221.805,1747577157.8609998,2,-3.1352417749678025,0.0037021426062521954,-0.08065929048120829,44.941149748273034,2.8462709284627095,5307.2096018735365,3.4840510478866644,3.5524645826015693,111.5678044496487,1,0 days 00:02:26.914000,74.891
31,1,3,0 days 00:02:28.150000,0,,43.664,0,52.032,0,52.454,0,146.3,8:47.819,2025-11-11 10:13:46.194,0:43.664,0:52.032,0:52.454,,,Am,,Toyota Gazoo Racing,GF,43.664,52.032,52.454,17.831,17.831,25.833,43.664,29.243,1:12.907,22.789,1:35.696,32.961,2:08.657,19.493,2:28.150,2,377.816,1747577527.816,1747577526.0,2025-05-18 14:12:06,29.68,38.9,62.21,1013.5,6.48,237.0,0.0,148.15,1747577379.666,3,-1.727631260585531,0.013489837890152432,-0.09245898862811516,56.138761190418585,2.527582869586257,5773.231699939504,4.8718727316719095,4.956084563271232,114.82588021778584,1,0 days 00:02:26.914000,1.236
31,1,4,0 days 00:02:26.914000,2,,43.968,0,50.933,2,52.013,2,147.5,11:14.733,2025-11-11 10:16:13.108,0:43.968,0:50.933,0:52.013,,,Am,,Toyota Gazoo Racing,GF,43.968,50.933,52.013,17.702,17.702,26.266,43.968,28.988,1:12.956,21.945,1:34.901,32.654,2:07.555,19.359,2:26.914,3,524.73,1747577674.73,,,,,,,,,,146.914,1747577527.816,4,-3.2984710868907055,0.013840750832576446,-0.11511292764153801,81.36002876173175,3.2594610959733576,6341.131718395155,8.09215183166818,8.20374659400545,142.95207418622255,1,0 days 00:02:26.914000,0.0
31,1,5,0 days 00:02:28.900000,0,,44.505,0,51.757,0,52.638,0,145.5,13:43.633,2025-11-11 10:18:42.008,0:44.505,0:51.757,0:52.638,,,Am,,Toyota Gazoo Racing,GF,44.505,51.757,52.638,17.921,17.921,26.584,44.505,29.510,1:14.015,22.247,1:36.262,32.876,2:09.138,19.762,2:28.900,4,673.63,1747577823.63,,,,,,,,,,148.9,1747577674.73,5,-3.1960504329333133,0.015233176363360171,-0.11774008810572686,81.5434437186693,3.2664438705757255,6369.106382978724,8.171443870575725,8.293142184414402,143.4955319148936,1,0 days 00:02:26.914000,1.986
31,1,6,0 days 00:02:27.896000,0,,43.812,0,51.205,0,52.879,0,146.5,16:11.529,2025-11-11 10:21:09.904,0:43.812,0:51.205,0:52.879,,,Am,,Toyota Gazoo Racing,GF,43.812,51.205,52.879,17.860,17.860,25.952,43.812,28.832,1:12.644,22.373,1:35.017,33.179,2:08.196,19.7,2:27.896,5,821.526,1747577971.526,,,,,,,,,,147.89600000000002,1747577823.63,6,-2.9520060331825038,0.014106636500754149,-0.11834901960784314,80.92883257918552,3.2203619909502263,6350.548945783133,8.66166214177979,8.789904977375565,142.26836596385544,1,0 days 00:02:26.914000,0.982
31,1,7,0 days 00:02:27.169000,0,,43.758,0,50.939,0,52.472,0,147.2,18:38.698,2025-11-11 10:23:37.073,0:43.758,0:50.939,0:52.472,,,Am,,Toyota Gazoo Racing,GF,43.758,50.939,52.472,17.790,17.790,25.968,43.758,28.850,1:12.608,22.089,1:34.697,32.845,2:07.542,19.627,2:27.169,6,968.695,1747578118.695,,,,,,,,,,147.169,1747577971.526,7,-2.24556463820769,0.016307296397214652,-0.12353375719043294,80.13061307901907,3.2400847714199212,6375.059046177139,8.288412049651832,8.417349379352105,143.18557153671463,1,0 days 00:02:26.914000,0.255
31,1,8,0 days 00:02:27.523000,0,,43.871,0,51.263,0,52.389,0,146.9,21:06.221,2025-11-11 10:26:04.596,0:43.871,0:51.263,0:52.389,,,Am,,Toyota Gazoo Racing,GF,43.871,51.263,52.389,17.821,17.821,26.05,43.871,29.050,1:12.921,22.213,1:35.134,32.964,2:08.098,19.425,2:27.523,7,1116.218,1747578266.218,,,,,,,,,,147.523,1747578118.695,8,-2.7024794645573476,0.016518253726802556,-0.12331959233343474,80.01866595679951,3.2515972010952234,6385.2016742770165,7.848678125950715,7.972888652266505,143.56840943683412,1,0 days 00:02:26.914000,0.609
31,1,9,0 days 00:02:27.783000,0,,43.663,2,50.991,0,53.129,0,146.6,23:34.004,2025-11-11 10:28:32.379,0:43.663,0:50.991,0:53.129,,,Am,,Toyota Gazoo Racing,GF,43.663,50.991,53.129,17.738,17.738,25.925,43.663,28.743,1:12.406,22.248,1:34.654,32.972,2:07.626,20.157,2:27.783,8,1264.001,1747578414.001,,,,,,,,,,147.78300000000002,1747578266.218,9,-2.2741224737881782,0.017140100288709922,-0.12217717672086309,80.97343868712963,3.259838930253761,6376.715589353612,8.57513599756876,8.705216532441877,143.48016730038023,1,0 days 00:02:26.914000,0.869
31,1,10,0 days 00:02:28.202000,0,,44.505,0,51.341,0,52.356,0,146.2,26:02.206,2025-11-11 10:31:00.581,0:44.505,0:51.341,0:52.356,,,Am,,Toyota Gazoo Racing,GF,44.505,51.341,52.356,18.016,18.016,26.489,44.505,29.158,1:13.663,22.183,1:35.846,32.922,2:08.768,19.434,2:28.202,9,1412.203,1747578562.203,,,,,,,,,,148.202,1747578414.0010002,10,-2.2071005017485175,0.0147547514064163,-0.12154949064923218,79.62467842481375,3.2603010491105366,6347.24200913242,8.036748517561199,8.171675535958643,143.09568493150687,1,0 days 00:02:26.914000,1.288
31,1,11,0 days 00:02:29.052000,0,,44.782,0,51.506,0,52.764,0,145.4,28:31.258,2025-11-11 10:33:29.633,0:44.782,0:51.506,0:52.764,,,Am,,Toyota Gazoo Racing,GF,44.782,51.506,52.764,17.986,17.986,26.796,44.782,29.116,1:13.898,22.39,1:36.288,33.172,2:09.460,19.592,2:29.052,10,1561.255,1747578711.255,,,,,,,,,,149.052,1747578562.203,11,-2.0581377744133236,0.01601862225586677,-0.11787448902346707,79.17303557910674,3.233005299015897,6363.55303030303,7.539361847085542,7.667623012869039,142.81739393939392,1,0 days 00:02:26.914000,2.138
31,1,12,0 days 00:02:27.293000,0,,43.770,0,51.070,0,52.453,0,147.1,30:58.551,2025-11-11 10:35:56.926,0:43.770,0:51.070,0:52.453,,,Am,,Toyota Gazoo Racing,GF,43.77,51.07,52.453,17.669,17.669,26.101,43.770,28.910,1:12.680,22.16,1:34.840,32.899,2:07.739,19.554,2:27.293,11,1708.548,1747578858.548,,,,,,,,,,147.293,1747578711.255,12,-2.5621360687886563,0.014847940865892292,-0.1217322371398401,79.87306079348318,3.2407602956705386,6355.725490196079,7.563360989591191,7.68900890028662,142.7234992458522,1,0 days 00:02:26.914000,0.379
31,1,13,0 days 00:02:28.705000,0,,43.874,0,51.969,0,52.862,0,145.7,33:27.256,2025-11-11 10:38:25.631,0:43.874,0:51.969,0:52.862,,,Am,,Toyota Gazoo Racing,GF,43.874,51.969,52.862,17.940,17.940,25.934,43.874,29.454,1:13.328,22.515,1:35.843,33.228,2:09.071,19.634,2:28.705,12,1857.253,1747579007.253,,,,,,,,,,148.70499999999998,1747578858.548,13,-2.5045219244823387,0.015250152253349573,-0.12036205846528623,80.42184683313033,3.239342265529842,6381.106463878327,8.231125913520097,8.358584805115711,143.18035741444868,1,0 days 00:02:26.914000,1.791
31,1,14,0 days 00:03:17.294000,0,B,44.082,0,1:24.762,0,1:08.450,0,109.8,36:44.550,2025-11-11 10:41:42.925,0:44.082,1:24.762,1:08.450,,,Am,,Toyota Gazoo Racing,GF,44.082,84.762,68.45,17.781,17.781,26.301,44.082,1:00.233,1:44.315,24.529,2:08.844,36.338,2:45.182,32.112,3:17.294,13,2054.547,1747579204.547,,,,,,,,,,197.294,1747579007.253,14,-2.0151020408163265,0.013772033257747543,-0.11709931972789116,81.19902947845804,3.2255479969765686,6364.206505295007,8.455784580498866,8.587922146636433,142.6804387291982,1,0 days 00:02:26.914000,50.38
31,1,15,0 days 00:04:52.364000,0,,3:06.457,0,52.162,0,53.745,0,74.1,41:36.914,2025-11-11 10:46:35.289,3:06.457,0:52.162,0:53.745,,0:02:36.933,Am,,Toyota Gazoo Racing,FF,186.457,52.162,53.745,2:39.977,2:39.977,26.48,3:06.457,29.723,3:36.180,22.439,3:58.619,33.465,4:32.084,20.28,4:52.364,0,2346.911,1747579496.911,,,,,,,,,,292.364,1747579204.547,15,-0.9838726378462336,0.01023401501423764,-0.10559694537923893,57.03922340150143,2.914833031322806,5694.091968911917,5.126386875485375,5.209694537923893,123.86831606217616,1,0 days 00:02:26.914000,145.45
41,1,1,0 days 00:02:38.719000,0,,49.284,0,51.986,0,57.449,0,136.5,2:38.719,2025-11-11 10:07:37.094,0:49.284,0:51.986,0:57.449,,,Am,,Toyota Gazoo Racing,FCY,49.284,51.986,57.449,21.609,21.609,27.675,49.284,29.168,1:18.452,22.818,1:41.270,34.2,2:15.470,23.249,2:38.719,0,8.716,1747577158.716,,,,,,,,,,158.719,1747576999.997,1,0.3806862011398308,-0.004821023544988774,-0.011367221230786944,14.709464049277532,1.2298658684013586,1689.4597006332758,1.0398437050256175,1.0605627194749871,27.868163500287853,0,0 days 00:02:26.549000,12.17
41,1,2,0 days 00:03:41.328000,0,,1:05.423,0,1:16.650,0,1:19.255,0,97.9,6:20.047,2025-11-11 10:11:18.422,1:05.423,1:16.650,1:19.255,,,Am,,Toyota Gazoo Racing,GF,65.423,76.65,79.255,28.570,28.570,36.853,1:05.423,42.285,1:47.708,34.365,2:22.073,54.699,3:16.772,24.556,3:41.328,1,230.044,1747577380.044,,,,,,,,,,221.328,1747577158.7159998,2,-6.0178841309823685,0.0022345368038063254,-0.09440162328575427,69.3269969213546,3.0579345088161207,6169.311888111888,5.633971452560873,5.7269619367478315,134.31316083916084,1,0 days 00:02:26.549000,74.779
41,1,3,0 days 00:02:29.954000,0,,45.264,0,52.038,0,52.652,0,144.5,8:50.001,2025-11-11 10:13:48.376,0:45.264,0:52.038,0:52.652,,,Am,,Toyota Gazoo Racing,GF,45.264,52.038,52.652,17.828,17.828,27.436,45.264,29.438,1:14.702,22.6,1:37.302,33.299,2:10.601,19.353,2:29.954,2,379.998,1747577529.998,,,,,,,,,,149.954,1747577380.044,3,-5.193710063897764,0.004728833865814697,-0.06358965654952077,35.49141573482428,2.375599041533546,5054.328671328672,2.5738608226837063,2.6247304313099042,95.78146853146853,1,0 days 00:02:26.549000,3.405
41,1,4,0 days 00:02:26.549000,2,,43.851,2,50.670,2,52.028,2,147.9,11:16.550,2025-11-11 10:16:14.925,0:43.851,0:50.670,0:52.028,,,Am,,Toyota Gazoo Racing,GF,43.851,50.67,52.028,17.797,17.797,26.054,43.851,28.558,1:12.409,22.112,1:34.521,32.789,2:07.310,19.239,2:26.549,3,526.547,1747577676.547,,,,,,,,,,146.549,1747577529.998,4,-7.455241460541814,0.009905182567726739,-0.11199823321554771,76.89986454652532,3.32037691401649,6167.15,6.922526501766785,7.002024440518257,140.92233823529412,1,0 days 00:02:26.549000,0.0
41,1,5,0 days 00:02:44.556000,0,,44.163,0,1:07.356,0,53.037,0,131.7,14:01.106,2025-11-11 10:18:59.481,0:44.163,1:07.356,0:53.037,,,Am,,Toyota Gazoo Racing,GF,44.163,67.356,53.037,17.857,17.857,26.306,44.163,44.742,1:28.905,22.614,1:51.519,33.254,2:24.773,19.783,2:44.556,4,691.103,1747577841.103,,,,,,,,,,164.55599999999998,1747577676.547,5,-5.760873493975904,0.010605722891566265,-0.11928192771084338,79.4197078313253,3.2903614457831325,6354.819277108434,7.698682228915662,7.797753012048193,143.8395331325301,1,0 days 00:02:26.549000,18.007
41,1,6,0 days 00:02:28.791000,0,,45.077,0,51.186,0,52.528,0,145.6,16:29.897,2025-11-11 10:21:28.272,0:45.077,0:51.186,0:52.528,,,Am,,Toyota Gazoo Racing,GF,45.077,51.186,52.528,18.418,18.418,26.659,45.077,29.039,1:14.116,22.147,1:36.263,33.068,2:09.331,19.46,2:28.791,5,839.894,1747577989.894,,,,,,,,,,148.791,1747577841.1030002,6,-14.78924356223176,0.026109173819742492,-0.09932215665236052,71.15789967811159,3.0724248927038627,5911.657718120805,5.875285675965665,5.949825643776824,128.62361073825502,1,0 days 00:02:26.549000,2.242
41,1,7,0 days 00:02:27.538000,0,,44.233,0,50.962,0,52.343,0,146.9,18:57.435,2025-11-11 10:23:55.810,0:44.233,0:50.962,0:52.343,,,Am,,Toyota Gazoo Racing,GF,44.233,50.962,52.343,17.933,17.933,26.3,44.233,28.903,1:13.136,22.059,1:35.195,32.869,2:08.064,19.474,2:27.538,6,987.432,1747578137.432,,,,,,,,,,147.538,1747577989.8939998,7,-6.107747105966162,0.006608192341941229,-0.12248352626892253,77.86305431878895,3.300385871178391,6243.592867756315,6.396837340457109,6.49339715048976,141.73778603268946,1,0 days 00:02:26.549000,0.989
41,1,8,0 days 00:02:27.317000,0,,44.056,0,50.715,0,52.546,0,147.1,21:24.752,2025-11-11 10:26:23.127,0:44.056,0:50.715,0:52.546,,,Am,,Toyota Gazoo Racing,GF,44.056,50.715,52.546,17.770,17.770,26.286,44.056,28.674,1:12.730,22.041,1:34.771,33.085,2:07.856,19.461,2:27.317,7,1134.749,1747578284.749,,,,,,,,,,147.317,1747578137.4320002,8,-7.156274333632825,0.009042228212039535,-0.12192063492063493,78.3763222521713,3.2776280323450133,6313.783258594918,6.514781371668164,6.610097334531297,142.9206576980568,1,0 days 00:02:26.549000,0.768
41,1,9,0 days 00:02:29.705000,0,,44.255,0,53.070,0,52.380,0,144.7,23:54.457,2025-11-11 10:28:52.832,0:44.255,0:53.070,0:52.380,,,Am,,Toyota Gazoo Racing,GF,44.255,53.07,52.38,17.997,17.997,26.258,44.255,28.843,1:13.098,24.227,1:37.325,33.013,2:10.338,19.367,2:29.705,8,1284.454,1747578434.454,,,,,,,,,,149.70499999999998,1747578284.749,9,-5.784281437125749,0.010502994011976047,-0.11992574850299402,75.77165868263472,3.2667664670658683,6340.206586826347,6.340353293413173,6.436389221556887,143.00744011976047,1,0 days 00:02:26.549000,3.156
41,1,10,0 days 00:02:27.457000,0,,44.073,0,50.876,0,52.508,0,146.9,26:21.914,2025-11-11 10:31:20.289,0:44.073,0:50.876,0:52.508,,,Am,,Toyota Gazoo Racing,GF,44.073,50.876,52.508,17.906,17.906,26.167,44.073,28.694,1:12.767,22.182,1:34.949,33.038,2:07.987,19.47,2:27.457,9,1431.911,1747578581.911,,,,,,,,,,147.457,1747578434.454,10,-5.308274021352313,0.00847182680901542,-0.12465065243179123,75.2002728351127,3.2081850533807827,6274.3422222222225,6.255252075919335,6.345207591933571,140.46411851851852,1,0 days 00:02:26.549000,0.908
41,1,11,0 days 00:02:28.841000,0,,43.955,0,52.416,0,52.470,0,145.6,28:50.755,2025-11-11 10:33:49.130,0:43.955,0:52.416,0:52.470,,,Am,,Toyota Gazoo Racing,GF,43.955,52.416,52.47,17.838,17.838,26.117,43.955,29.565,1:13.520,22.851,1:36.371,33.03,2:09.401,19.44,2:28.841,10,1580.752,1747578730.752,,,,,,,,,,148.841,1747578581.911,11,-6.736209506509234,0.007185588858613382,-0.11813412049651832,76.8999757795943,3.2709657886769605,6305.0,6.527705116560703,6.620270965788677,142.3424054462935,1,0 days 00:02:26.549000,2.292
41,1,12,0 days 00:02:27.519000,0,,44.297,0,50.930,0,52.292,0,146.9,31:18.274,2025-11-11 10:36:16.649,0:44.297,0:50.930,0:52.292,,,Am,,Toyota Gazoo Racing,GF,44.297,50.93,52.292,17.931,17.931,26.366,44.297,28.943,1:13.240,21.987,1:35.227,32.873,2:08.100,19.419,2:27.519,11,1728.271,1747578878.271,,,,,,,,,,147.519,1747578730.7519999,12,-7.132611918173733,0.006874295879039431,-0.11399614586421583,77.4564749481174,3.2567447376222947,6270.817507418397,7.485859768751853,7.58372517047139,141.64292284866468,1,0 days 00:02:26.549000,0.97
41,1,13,0 days 00:02:27.465000,0,,44.256,0,50.824,0,52.385,0,146.9,33:45.739,2025-11-11 10:38:44.114,0:44.256,0:50.824,0:52.385,,,Am,,Toyota Gazoo Racing,GF,44.256,50.824,52.385,17.898,17.898,26.358,44.256,28.740,1:12.996,22.084,1:35.080,32.966,2:08.046,19.419,2:27.465,12,1875.736,1747579025.736,,,,,,,,,,147.465,1747578878.2710001,13,-6.678755236385398,0.008009575104727709,-0.12184919210053861,78.25389587073609,3.2672052663076,6332.715994020927,6.0401406343506885,6.134727707959306,142.92159940209268,1,0 days 00:02:26.549000,0.916
41,1,14,0 days 00:02:27.621000,0,,44.114,0,51.047,0,52.460,0,146.8,36:13.360,2025-11-11 10:41:11.735,0:44.114,0:51.047,0:52.460,,,Am,,Toyota Gazoo Racing,GF,44.114,51.047,52.46,17.935,17.935,26.179,44.114,28.990,1:13.104,22.057,1:35.161,32.922,2:08.083,19.538,2:27.621,13,2023.357,1747579173.357,,,,,,,,,,147.621,1747579025.736,14,-6.989073347419258,0.011605795351645036,-0.11190039239360096,78.27378207063084,3.268336854814368,6338.013595166163,6.821592212496228,6.911676728041051,143.0575679758308,1,0 days 00:02:26.549000,1.072
41,1,15,0 days 00:02:28.094000,0,,44.186,0,51.327,0,52.581,0,146.3,38:41.454,2025-11-11 10:43:39.829,0:44.186,0:51.327,0:52.581,,,Am,,Toyota Gazoo Racing,GF,44.186,51.327,52.581,17.922,17.922,26.264,44.186,29.154,1:13.340,22.173,1:35.513,32.882,2:08.395,19.699,2:28.094,14,2171.451,1747579321.451,,,,,,,,,,148.094,1747579173.3569999,15,-7.11614756576958,0.01874327184759601,-0.12388599939522227,79.41764741457516,3.2739643181130935,6331.276435045317,6.58267009374055,6.673007257332931,142.85783987915408,1,0 days 00:02:26.549000,1.545
