vehicle_number,driver_number,lap_number,lap_time,lap_improvement,crossing_finish_line_in_pit,s1,s1_improvement,s2,s2_improvement,s3,s3_improvement,kph,elapsed,hour,s1_large,s2_large,s3_large,top_speed,pit_time,class,group,manufacturer,flag_at_fl,s1_seconds,s2_seconds,s3_seconds,im1a_time,im1a_elapsed,im1_time,im1_elapsed,im2a_time,im2a_elapsed,im2_time,im2_elapsed,im3a_time,im3a_elapsed,fl_time,fl_elapsed,tyre_age,elapsed_seconds,TIME_UTC_SECOND,TIME_UTC_SECONDS,TIME_UTC_STR,AIR_TEMP,TRACK_TEMP,HUMIDITY,PRESSURE,WIND_SPEED,WIND_DIRECTION,RAIN,lap_time_seconds,START_UTC_SECONDS,lap,Steering_Angle,accx_can,accy_can,ath,gear,nmot,pbrake_f,pbrake_r,speed,incident,best_lap_time,loss_per_lap
13,1,9,0 days 00:02:25.510000,0,,43.360,0,50.187,0,51.963,0,148.9,23:14.315,2025-11-11 10:28:12.690,0:43.360,0:50.187,0:51.963,,,Am,,Toyota Gazoo Racing,GF,43.36,50.187,51.963,17.588,17.588,25.772,43.360,28.410,1:11.770,21.777,1:33.547,32.651,2:06.198,19.312,2:25.510,8,1244.312,1747578394.312,,,,,,,,,,145.51,1747578248.802,9,-3.122568694041371,0.0483501080580426,-0.11220129669651127,84.19951836986723,3.280333436245755,6412.507716049383,7.436256560666872,7.526656375424514,144.65720679012344,1,0 days 00:02:25.055000,0.455
13,1,10,0 days 00:02:25.480000,0,,43.234,0,50.293,0,51.953,0,148.9,25:39.795,2025-11-11 10:30:38.170,0:43.234,0:50.293,0:51.953,,,Am,,Toyota Gazoo Racing,GF,43.234,50.293,51.953,17.537,17.537,25.697,43.234,28.424,1:11.658,21.869,1:33.527,32.642,2:06.169,19.311,2:25.480,9,1389.792,1747578539.792,,,,,,,,,,145.48,1747578394.312,10,-3.435895061728395,0.033575925925925926,-0.1224854938271605,82.97129320987654,3.2632716049382715,6412.432973805855,7.501493827160494,7.604288580246914,144.49605546995377,1,0 days 00:02:25.055000,0.425
13,1,11,0 days 00:02:25.299000,0,,43.213,0,50.171,0,51.915,0,149.1,28:05.094,2025-11-11 10:33:03.469,0:43.213,0:50.171,0:51.915,,,Am,,Toyota Gazoo Racing,GF,43.213,50.171,51.915,17.532,17.532,25.681,43.213,28.379,1:11.592,21.792,1:33.384,32.564,2:05.948,19.351,2:25.299,10,1535.091,1747578685.091,,,,,,,,,,145.299,1747578539.792,11,-4.042692190823458,0.03465542388331814,-0.11803220905499849,82.95744150714069,3.292008508052264,6396.465045592705,7.521157702825889,7.619205408690368,144.83200607902737,1,0 days 00:02:25.055000,0.244
13,1,12,0 days 00:02:25.341000,0,,43.387,0,50.076,0,51.878,0,149.1,30:30.435,2025-11-11 10:35:28.810,0:43.387,0:50.076,0:51.878,,,Am,,Toyota Gazoo Racing,GF,43.387,50.076,51.878,17.662,17.662,25.725,43.387,28.348,1:11.735,21.728,1:33.463,32.558,2:06.021,19.32,2:25.341,11,1680.432,1747578830.432,,,,,,,,,,145.341,1747578685.0909998,12,-3.2679939209726445,0.033787841945288756,-0.11720273556231005,82.93046808510638,3.290577507598784,6401.670212765957,7.921886018237083,8.01247112462006,145.02741641337389,1,0 days 00:02:25.055000,0.286
13,1,13,0 days 00:02:25.486000,0,,43.491,0,50.127,0,51.868,0,148.9,32:55.921,2025-11-11 10:37:54.296,0:43.491,0:50.127,0:51.868,,,Am,,Toyota Gazoo Racing,GF,43.491,50.127,51.868,17.792,17.792,25.699,43.491,28.369,1:11.860,21.758,1:33.618,32.627,2:06.245,19.241,2:25.486,12,1825.918,1747578975.918,,,,,,,,,,145.486,1747578830.432,13,-2.857129798903108,0.034705667276051184,-0.11996648385131019,83.33191042047532,3.288543570993297,6406.356707317073,7.510351919561244,7.60189518586228,144.83175304878048,1,0 days 00:02:25.055000,0.431
13,1,14,0 days 00:02:25.669000,0,,43.474,0,50.323,0,51.872,0,148.7,35:21.590,2025-11-11 10:40:19.965,0:43.474,0:50.323,0:51.872,,,Am,,Toyota Gazoo Racing,GF,43.474,50.323,51.872,17.637,17.637,25.837,43.474,28.491,1:11.965,21.832,1:33.797,32.572,2:06.369,19.3,2:25.669,13,1971.587,1747579121.587,,,,,,,,,,145.669,1747578975.918,14,-3.221880706025563,0.033464698721850275,-0.11654899573950092,82.28911746804626,3.298843578819233,6390.188449848024,7.791398356664637,7.894272671941571,145.04949848024316,1,0 days 00:02:25.055000,0.614
13,1,15,0 days 00:02:26.260000,0,,43.425,0,50.703,0,52.132,0,148.1,37:47.850,2025-11-11 10:42:46.225,0:43.425,0:50.703,0:52.132,,,Am,,Toyota Gazoo Racing,GF,43.425,50.703,52.132,17.581,17.581,25.844,43.425,28.776,1:12.201,21.927,1:34.128,32.765,2:06.893,19.367,2:26.260,14,2117.847,1747579267.847,,,,,,,,,,146.26,1747579121.587,15,-3.6706791995148578,0.0330009096422074,-0.11819436021831413,82.13542753183748,3.2798665858095815,6395.377272727273,7.60426925409339,7.702449969678593,144.6952272727273,1,0 days 00:02:25.055000,1.205
13,1,16,0 days 00:02:26.481000,0,,43.760,0,50.371,0,52.350,0,147.9,40:14.331,2025-11-11 10:45:12.706,0:43.760,0:50.371,0:52.350,,,Am,,Toyota Gazoo Racing,FF,43.76,50.371,52.35,17.703,17.703,26.057,43.760,28.608,1:12.368,21.763,1:34.131,32.762,2:06.893,19.588,2:26.481,15,2264.328,1747579414.328,,,,,,,,,,146.481,1747579267.8470001,16,-3.0019625603864735,0.03266606280193236,-0.11550875603864734,81.37984299516907,3.269625603864734,6380.711480362538,7.442583031400966,7.541307367149759,144.20425981873112,1,0 days 00:02:25.055000,1.426
15,1,1,0 days 00:02:34.392000,0,,47.642,0,51.497,0,55.253,0,140.3,2:34.392,2025-11-11 10:07:32.767,0:47.642,0:51.497,0:55.253,,,Am,,Toyota Gazoo Racing,FCY,47.642,51.497,55.253,20.786,20.786,26.856,47.642,29.231,1:16.873,22.266,1:39.139,33.366,2:12.505,21.887,2:34.392,0,4.389,1747577154.389,,,,,,,,,,154.392,1747576999.997,1,0.2590482189898065,-0.009735425495361357,-0.008616882373153133,12.021282212804948,0.7085099072271217,1500.15950744559,0.45899753751002176,0.4839548734394685,27.4427520045819,0,0 days 00:02:25.839000,8.553
15,1,2,0 days 00:03:42.869000,0,,1:03.984,0,1:17.715,0,1:21.170,0,97.2,6:17.261,2025-11-11 10:11:15.636,1:03.984,1:17.715,1:21.170,,,Am,,Toyota Gazoo Racing,GF,63.984,77.715,81.17,27.034,27.034,36.95,1:03.984,42.617,1:46.601,35.098,2:21.699,56.198,3:17.897,24.972,3:42.869,1,227.258,1747577377.258,,,,,,,,,,222.869,1747577154.389,2,-4.979051724137932,0.0059393678160919545,-0.10293247126436782,72.79964942528736,3.1695402298850577,6217.142241379311,7.251452586206897,7.380524425287357,138.10693965517243,1,0 days 00:02:25.839000,77.03
15,1,3,0 days 00:02:26.803000,0,,43.398,0,51.050,0,52.355,0,147.6,8:44.064,2025-11-11 10:13:42.439,0:43.398,0:51.050,0:52.355,,,Am,,Toyota Gazoo Racing,GF,43.398,51.05,52.355,17.647,17.647,25.751,43.398,29.008,1:12.406,22.042,1:34.448,32.787,2:07.235,19.568,2:26.803,2,374.061,1747577524.061,1747577526.0,2025-05-18 14:12:06,29.68,38.9,62.21,1013.5,6.48,237.0,0.0,146.803,1747577377.2580001,3,-2.216411986505259,-0.0007039095058543361,-0.05920103195078389,20.64729311371304,2.6916054772772378,4689.441906653426,0.9253006548918437,0.9767771383210956,95.47272095332671,0,0 days 00:02:25.839000,0.964
15,1,4,0 days 00:02:26.904000,0,,43.342,0,50.694,0,52.868,0,147.5,11:10.968,2025-11-11 10:16:09.343,0:43.342,0:50.694,0:52.868,,,Am,,Toyota Gazoo Racing,GF,43.342,50.694,52.868,17.600,17.600,25.742,43.342,28.768,1:12.110,21.926,1:34.036,33.388,2:07.424,19.48,2:26.904,3,520.965,1747577670.965,,,,,,,,,,146.904,1747577524.0609999,4,-6.22711915535445,0.009417194570135746,-0.1066476621417798,78.74157164404224,3.314932126696833,6317.74358974359,8.407466063348416,8.531095022624434,143.8615233785822,1,0 days 00:02:25.839000,1.065
15,1,5,0 days 00:02:27.013000,0,,43.577,0,50.986,0,52.450,0,147.4,13:37.981,2025-11-11 10:18:36.356,0:43.577,0:50.986,0:52.450,,,Am,,Toyota Gazoo Racing,GF,43.577,50.986,52.45,17.655,17.655,25.922,43.577,29.096,1:12.673,21.89,1:34.563,32.977,2:07.540,19.473,2:27.013,4,667.978,1747577817.978,,,,,,,,,,147.013,1747577670.965,5,-3.8533011757612305,0.00888574012662044,-0.10478323786554117,79.73967440458246,3.2692191739523664,6354.568627450981,8.180521555622551,8.313578534820621,143.5690346907994,1,0 days 00:02:25.839000,1.174
15,1,6,0 days 00:02:26.712000,0,,43.514,0,50.870,0,52.328,0,147.7,16:04.693,2025-11-11 10:21:03.068,0:43.514,0:50.870,0:52.328,,,Am,,Toyota Gazoo Racing,GF,43.514,50.87,52.328,17.564,17.564,25.95,43.514,28.814,1:12.328,22.056,1:34.384,32.895,2:07.279,19.433,2:26.712,5,814.69,1747577964.69,1747577965.0,2025-05-18 14:19:25,29.88,37.9,61.8,1013.5,1.44,231.0,0.0,146.712,1747577817.9780002,6,-4.797350993377484,0.009011137868753764,-0.10297441300421434,76.20173389524383,3.3148705599036723,6291.885714285714,7.138198374473209,7.264346779048766,143.5601954887218,1,0 days 00:02:25.839000,0.873
15,1,7,0 days 00:02:27.226000,0,,44.409,0,50.789,0,52.028,0,147.2,18:31.919,2025-11-11 10:23:30.294,0:44.409,0:50.789,0:52.028,,,Am,,Toyota Gazoo Racing,GF,44.409,50.789,52.028,17.657,17.657,26.752,44.409,28.767,1:13.176,22.022,1:35.198,32.737,2:07.935,19.291,2:27.226,6,961.916,1747578111.916,,,,,,,,,,147.226,1747577964.6899998,7,-3.854854368932039,0.006949332524271845,-0.10822481796116505,80.43080400485437,3.2675970873786406,6342.45220030349,7.859428094660194,7.986612560679611,143.3669802731411,1,0 days 00:02:25.839000,1.387
15,1,8,0 days 00:02:26.364000,0,,43.614,0,50.756,0,51.994,0,148.0,20:58.283,2025-11-11 10:25:56.658,0:43.614,0:50.756,0:51.994,,,Am,,Toyota Gazoo Racing,GF,43.614,50.756,51.994,17.728,17.728,25.886,43.614,28.706,1:12.320,22.05,1:34.370,32.701,2:07.071,19.293,2:26.364,7,1108.28,1747578258.28,,,,,,,,,,146.364,1747578111.916,8,-4.955990367248646,0.007897049969897653,-0.10855508729680916,77.59314870559903,3.27001806140879,6341.1325301204815,8.548320288982541,8.685871462974111,143.1787951807229,1,0 days 00:02:25.839000,0.525
15,1,9,0 days 00:02:25.839000,2,,43.324,2,50.531,2,51.984,2,148.6,23:24.122,2025-11-11 10:28:22.497,0:43.324,0:50.531,0:51.984,,,Am,,Toyota Gazoo Racing,GF,43.324,50.531,51.984,17.573,17.573,25.751,43.324,28.606,1:11.930,21.925,1:33.855,32.666,2:06.521,19.318,2:25.839,8,1254.119,1747578404.119,1747578404.0,2025-05-18 14:26:44,30.35,38.2,60.74,1013.4,2.16,297.0,0.0,145.839,1747578258.28,9,-3.822225609756098,0.005982012195121951,-0.10874481707317073,79.00830487804879,3.2600609756097563,6364.4611872146115,8.936288109756099,9.084943597560976,143.68803652968037,1,0 days 00:02:25.839000,0.0
15,1,10,0 days 00:02:26.292000,0,,43.425,0,50.850,0,52.017,0,148.1,25:50.414,2025-11-11 10:30:48.789,0:43.425,0:50.850,0:52.017,,,Am,,Toyota Gazoo Racing,GF,43.425,50.85,52.017,17.525,17.525,25.9,43.425,28.647,1:12.072,22.203,1:34.275,32.644,2:06.919,19.373,2:26.292,9,1400.411,1747578550.411,,,,,,,,,,146.292,1747578404.119,10,-3.602009894867038,0.008861471861471862,-0.10412244897959184,79.79094001236858,3.2656153370439083,6395.528593508501,8.899265615337045,9.0556586270872,144.4957032457496,1,0 days 00:02:25.839000,0.453
15,1,11,0 days 00:02:26.435000,0,,43.398,0,50.616,0,52.421,0,148.0,28:16.849,2025-11-11 10:33:15.224,0:43.398,0:50.616,0:52.421,,,Am,,Toyota Gazoo Racing,GF,43.398,50.616,52.421,17.701,17.701,25.697,43.398,28.564,1:11.962,22.052,1:34.014,33.062,2:07.076,19.359,2:26.435,10,1546.846,1747578696.846,,,,,,,,,,146.435,1747578550.411,11,-5.0868812632857585,0.00886425751594291,-0.1081053750379593,78.91217430914061,3.26753720012147,6375.299392097264,9.827371697540237,9.99431369571819,143.9398632218845,1,0 days 00:02:25.839000,0.596
15,1,12,0 days 00:02:27.091000,0,,43.812,0,50.866,0,52.413,0,147.3,30:43.940,2025-11-11 10:35:42.315,0:43.812,0:50.866,0:52.413,,,Am,,Toyota Gazoo Racing,GF,43.812,50.866,52.413,17.580,17.580,26.232,43.812,28.733,1:12.545,22.133,1:34.678,32.782,2:07.460,19.631,2:27.091,11,1693.937,1747578843.937,1747578842.0,2025-05-18 14:34:02,30.18,39.0,60.76,1013.4,3.6,259.0,0.0,147.091,1747578696.846,12,-3.072254512083206,0.006921994493728969,-0.11016488222698073,79.35105842765373,3.2477821963903333,6367.151376146789,9.397835729580912,9.54788926277149,143.35512232415903,1,0 days 00:02:25.839000,1.252
15,1,13,0 days 00:02:28.338000,0,,44.441,0,50.936,0,52.961,0,146.1,33:12.278,2025-11-11 10:38:10.653,0:44.441,0:50.936,0:52.961,,,Am,,Toyota Gazoo Racing,GF,44.441,50.936,52.961,18.038,18.038,26.403,44.441,28.872,1:13.313,22.064,1:35.377,32.996,2:08.373,19.965,2:28.338,12,1842.275,1747578992.275,,,,,,,,,,148.338,1747578843.937,13,-3.2779216867469883,0.00872921686746988,-0.10766987951807229,79.98067168674699,3.2671686746987953,6348.332330827067,9.229078313253012,9.387447289156627,143.43678195488724,1,0 days 00:02:25.839000,2.499
15,1,14,0 days 00:02:28.783000,0,,45.348,0,51.010,0,52.425,0,145.6,35:41.061,2025-11-11 10:40:39.436,0:45.348,0:51.010,0:52.425,,,Am,,Toyota Gazoo Racing,GF,45.348,51.01,52.425,17.711,17.711,27.637,45.348,28.751,1:14.099,22.259,1:36.358,33.009,2:09.367,19.416,2:28.783,13,1991.058,1747579141.058,,,,,,,,,,148.78300000000002,1747578992.275,14,-2.004980380319952,0.012456685783277995,-0.10121008149713252,77.19637186839722,3.252641110775732,6311.351432880845,7.980531240567461,8.12988228191971,142.11639517345398,1,0 days 00:02:25.839000,2.944
15,1,15,0 days 00:02:26.756000,0,,43.671,0,50.901,0,52.184,0,147.6,38:07.817,2025-11-11 10:43:06.192,0:43.671,0:50.901,0:52.184,,,Am,,Toyota Gazoo Racing,GF,43.671,50.901,52.184,17.746,17.746,25.925,43.671,28.776,1:12.447,22.125,1:34.572,32.791,2:07.363,19.393,2:26.756,14,2137.814,1747579287.814,,,,,,,,,,146.756,1747579141.0579998,15,-3.667590110217456,0.008363419719988085,-0.1113923145665773,78.51692880548109,3.299672326481978,6227.040238450075,8.998786118558236,9.151890080428954,141.5487779433681,1,0 days 00:02:25.839000,0.917
15,1,16,0 days 00:02:29.671000,0,,44.146,0,52.124,0,53.401,0,144.8,40:37.488,2025-11-11 10:45:35.863,0:44.146,0:52.124,0:53.401,,,Am,,Toyota Gazoo Racing,FF,44.146,52.124,53.401,17.612,17.612,26.534,44.146,29.837,1:13.983,22.287,1:36.270,33.535,2:09.805,19.866,2:29.671,15,2287.485,1747579437.485,,,,,,,,,,149.671,1747579287.814,16,-3.901884498480243,0.008737082066869302,-0.10240759878419453,79.26027963525836,3.290577507598784,6346.267477203647,8.698828267477204,8.844021276595745,143.7867781155015,1,0 days 00:02:25.839000,3.832
16,1,1,0 days 00:02:31.365000,0,,46.662,0,51.170,0,53.533,0,143.2,2:31.365,2025-11-11 10:07:29.740,0:46.662,0:51.170,0:53.533,,,Am,Legends,Toyota Gazoo Racing,FCY,46.662,51.17,53.533,20.253,20.253,26.409,46.662,28.748,1:15.410,22.422,1:37.832,32.987,2:10.819,20.546,2:31.365,0,1.362,1747577151.362,1747577150.0,2025-05-18 14:05:50,29.55,39.0,62.26,1013.6,8.28,242.0,0.0,151.365,1747576999.997,1,1.3284082555838281,0.007926208651399492,-0.017283799830364713,22.050810856658185,0.6256714729997173,1576.4238054848743,1.755872490811422,1.7997135990952786,27.289236641221375,0,0 days 00:02:25.299000,6.066
16,1,2,0 days 00:03:44.339000,0,,1:04.439,0,1:17.401,0,1:22.499,0,96.6,6:15.704,2025-11-11 10:11:14.079,1:04.439,1:17.401,1:22.499,,,Am,Legends,Toyota Gazoo Racing,GF,64.439,77.401,82.499,26.940,26.940,37.499,1:04.439,42.990,1:47.429,34.411,2:21.840,57.508,3:19.348,24.991,3:44.339,1,225.701,1747577375.701,,,,,,,,,,224.339,1747577151.362,2,-4.332787364726529,0.019366773910500148,-0.12134717753729161,74.01396607195086,3.143901725650775,6322.519005847953,5.833334308277275,5.975456273764259,139.8324561403509,1,0 days 00:02:25.299000,79.04
16,1,3,0 days 00:02:26.692000,0,,43.757,0,50.493,0,52.442,0,147.7,8:42.396,2025-11-11 10:13:40.771,0:43.757,0:50.493,0:52.442,,,Am,Legends,Toyota Gazoo Racing,GF,43.757,50.493,52.442,17.820,17.820,25.937,43.757,28.598,1:12.355,21.895,1:34.250,32.902,2:07.152,19.54,2:26.692,2,372.393,1747577522.393,,,,,,,,,,146.692,1747577375.701,3,-1.8412667191188041,0.008845790715971675,-0.07217427222659324,22.81651062155783,3.266522423288749,4181.581692913386,0.6313404799370574,0.6806874508261213,94.7440726202159,0,0 days 00:02:25.299000,1.393
16,1,4,0 days 00:02:25.836000,0,,43.531,0,50.553,0,51.752,0,148.6,11:08.232,2025-11-11 10:16:06.607,0:43.531,0:50.553,0:51.752,,,Am,Legends,Toyota Gazoo Racing,GF,43.531,50.553,51.752,17.740,17.740,25.791,43.531,28.582,1:12.113,21.971,1:34.084,32.553,2:06.637,19.199,2:25.836,3,518.229,1747577668.229,,,,,,,,,,145.836,1747577522.3930001,4,-4.9855508729680915,0.01726971703792896,-0.11997621914509332,76.86727573750753,3.2953040337146295,6322.572932330827,6.226885912101144,6.3730824804334745,143.5649096385542,1,0 days 00:02:25.299000,0.537
16,1,5,0 days 00:02:27.406000,0,,44.000,0,51.662,0,51.744,2,147.0,13:35.638,2025-11-11 10:18:34.013,0:44.000,0:51.662,0:51.744,,,Am,Legends,Toyota Gazoo Racing,GF,44.0,51.662,51.744,17.829,17.829,26.171,44.000,29.422,1:13.422,22.24,1:35.662,32.522,2:08.184,19.222,2:27.406,4,665.635,1747577815.635,,,,,,,,,,147.406,1747577668.229,5,-4.41301846805934,0.019270663033605813,-0.12266666666666667,78.7566757493188,3.3197093551316983,6331.024242424242,7.147515894641235,7.297217680896154,144.35763993948564,1,0 days 00:02:25.299000,2.107
16,1,6,0 days 00:02:25.404000,0,,43.310,0,50.256,0,51.838,0,149.0,16:01.042,2025-11-11 10:20:59.417,0:43.310,0:50.256,0:51.838,,,Am,Legends,Toyota Gazoo Racing,GF,43.31,50.256,51.838,17.536,17.536,25.774,43.310,28.383,1:11.693,21.873,1:33.566,32.582,2:06.148,19.256,2:25.404,5,811.039,1747577961.039,,,,,,,,,,145.404,1747577815.635,6,-4.695327942497754,0.016330937406409105,-0.12535759209344116,78.82502845163224,3.281820904462414,6318.345808383234,6.970943396226415,7.134857741838874,143.026131934033,1,0 days 00:02:25.299000,0.105
16,1,7,0 days 00:02:25.299000,2,,43.288,2,50.220,2,51.791,0,149.1,18:26.341,2025-11-11 10:23:24.716,0:43.288,0:50.220,0:51.791,,,Am,Legends,Toyota Gazoo Racing,GF,43.288,50.22,51.791,17.581,17.581,25.707,43.288,28.342,1:11.630,21.878,1:33.508,32.545,2:06.053,19.246,2:25.299,6,956.338,1747578106.338,,,,,,,,,,145.299,1747577961.039,7,-5.125735963581183,0.018138088012139605,-0.12302033383915023,79.60149620637328,3.3159332321699546,6358.767830045524,7.522356600910471,7.727643399089529,144.8981942336874,1,0 days 00:02:25.299000,0.0
16,1,8,0 days 00:02:25.952000,0,,43.349,0,50.563,0,52.040,0,148.5,20:52.293,2025-11-11 10:25:50.668,0:43.349,0:50.563,0:52.040,,,Am,Legends,Toyota Gazoo Racing,GF,43.349,50.563,52.04,17.534,17.534,25.815,43.349,28.516,1:11.865,22.047,1:33.912,32.787,2:06.699,19.253,2:25.952,7,1102.29,1747578252.29,,,,,,,,,,145.952,1747578106.338,8,-3.2566707466340272,0.020888310893512854,-0.12216676866585068,79.94716646266829,3.2805997552019583,6388.333333333333,7.530527845777233,7.712418910648715,144.5955504587156,1,0 days 00:02:25.299000,0.653
16,1,9,0 days 00:02:26.337000,0,,43.453,0,50.891,0,51.993,0,148.1,23:18.630,2025-11-11 10:28:17.005,0:43.453,0:50.891,0:51.993,,,Am,Legends,Toyota Gazoo Racing,GF,43.453,50.891,51.993,17.745,17.745,25.708,43.453,28.782,1:12.235,22.109,1:34.344,32.77,2:07.114,19.223,2:26.337,8,1248.627,1747578398.627,,,,,,,,,,146.337,1747578252.2900002,9,-3.425007559721802,0.020055337163592382,-0.12077502267916541,78.42730269126096,3.2915028726942848,6359.6535552193645,7.467834895675839,7.698282431206532,144.1898184568835,1,0 days 00:02:25.299000,1.038
16,1,10,0 days 00:02:25.906000,0,,43.367,0,50.656,0,51.883,0,148.5,25:44.536,2025-11-11 10:30:42.911,0:43.367,0:50.656,0:51.883,,,Am,Legends,Toyota Gazoo Racing,GF,43.367,50.656,51.883,17.573,17.573,25.794,43.367,28.620,1:11.987,22.036,1:34.023,32.641,2:06.664,19.242,2:25.906,9,1394.533,1747578544.533,,,,,,,,,,145.906,1747578398.627,10,-4.59948123283491,0.027692706743973148,-0.12664784864205067,77.45675312786085,3.32834909978639,6317.384146341464,5.8242233750381445,6.020620994812329,143.9838719512195,1,0 days 00:02:25.299000,0.607
16,1,11,0 days 00:02:26.477000,0,,43.374,0,51.075,0,52.028,0,147.9,28:11.013,2025-11-11 10:33:09.388,0:43.374,0:51.075,0:52.028,,,Am,Legends,Toyota Gazoo Racing,GF,43.374,51.075,52.028,17.507,17.507,25.867,43.374,28.917,1:12.291,22.158,1:34.449,32.764,2:07.213,19.264,2:26.477,10,1541.01,1747578691.01,,,,,,,,,,146.477,1747578544.533,11,-3.459510130027215,0.019003628666465072,-0.1201037193831267,78.51271242818264,3.318415482310251,6333.29003021148,6.657357121257938,6.822807680677352,144.3659818731118,1,0 days 00:02:25.299000,1.178
16,1,12,0 days 00:02:26.118000,0,,43.478,0,50.679,0,51.961,0,148.3,30:37.131,2025-11-11 10:35:35.506,0:43.478,0:50.679,0:51.961,,,Am,Legends,Toyota Gazoo Racing,GF,43.478,50.679,51.961,17.626,17.626,25.852,43.478,28.587,1:12.065,22.092,1:34.157,32.703,2:06.860,19.258,2:26.118,11,1687.128,1747578837.128,,,,,,,,,,146.118,1747578691.01,12,-3.5198364627498484,0.014678073894609327,-0.11276892792247123,78.03521804966687,3.334342822531799,6277.517397881997,6.078983949121745,6.242200181708055,143.68962121212124,1,0 days 00:02:25.299000,0.819
16,1,13,0 days 00:02:25.942000,0,,43.310,0,50.712,0,51.920,0,148.5,33:03.073,2025-11-11 10:38:01.448,0:43.310,0:50.712,0:51.920,,,Am,Legends,Toyota Gazoo Racing,GF,43.31,50.712,51.92,17.545,17.545,25.765,43.310,28.625,1:11.935,22.087,1:34.022,32.647,2:06.669,19.273,2:25.942,12,1833.07,1747578983.07,,,,,,,,,,145.942,1747578837.128,13,-3.455045871559633,0.014979510703363915,-0.1247617737003058,78.413250764526,3.2972477064220183,6338.912710566616,6.109136085626911,6.2706376146789,143.93640672782874,1,0 days 00:02:25.299000,0.643
16,1,14,0 days 00:02:26.552000,0,,43.524,0,50.987,0,52.041,0,147.9,35:29.625,2025-11-11 10:40:28.000,0:43.524,0:50.987,0:52.041,,,Am,Legends,Toyota Gazoo Racing,GF,43.524,50.987,52.041,17.736,17.736,25.788,43.524,28.814,1:12.338,22.173,1:34.511,32.761,2:07.272,19.28,2:26.552,13,1979.622,1747579129.622,,,,,,,,,,146.552,1747578983.07,14,-3.492863650167021,0.01853780747039174,-0.12241937443061039,78.6351199514121,3.292134831460674,6348.790591805766,6.483070148800486,6.639579410871546,144.25667678300456,1,0 days 00:02:25.299000,1.253
16,1,15,0 days 00:02:26.440000,0,,43.615,0,50.874,0,51.951,0,148.0,37:56.065,2025-11-11 10:42:54.440,0:43.615,0:50.874,0:51.951,,,Am,Legends,Toyota Gazoo Racing,GF,43.615,50.874,51.951,17.687,17.687,25.928,43.615,28.763,1:12.378,22.111,1:34.489,32.701,2:07.190,19.25,2:26.440,14,2126.062,1747579276.062,,,,,,,,,,146.44,1747579129.622,15,-3.3895776359769068,0.017799756912792463,-0.11936645396536008,78.46515952597994,3.318748100881191,6311.4855842185125,6.449639927073838,6.623477666362808,143.69,1,0 days 00:02:25.299000,1.141
16,1,16,0 days 00:02:26.425000,0,,43.561,0,50.860,0,52.004,0,148.0,40:22.490,2025-11-11 10:45:20.865,0:43.561,0:50.860,0:52.004,,,Am,Legends,Toyota Gazoo Racing,FF,43.561,50.86,52.004,17.579,17.579,25.982,43.561,28.723,1:12.284,22.137,1:34.421,32.685,2:07.106,19.319,2:26.425,15,2272.487,1747579422.487,,,,,,,,,,146.425,1747579276.062,16,-3.1856798311727466,0.019477841422972566,-0.12461923424781429,77.7145673801628,3.317455532107326,6317.043740573153,6.485488393126319,6.649531202894181,143.64054298642534,1,0 days 00:02:25.299000,1.126
21,1,1,0 days 00:02:38.346000,0,,49.425,0,52.403,0,56.518,0,136.8,2:38.346,2025-11-11 10:07:36.721,0:49.425,0:52.403,0:56.518,,,Am,,Toyota Gazoo Racing,FCY,49.425,52.403,56.518,21.944,21.944,27.481,49.425,29.548,1:18.973,22.855,1:41.828,33.665,2:15.493,22.853,2:38.346,0,8.343,1747577158.343,,,,,,,,,,158.346,1747576999.997,1,-1.044826582867784,-0.010991736499068901,-0.027474045623836128,19.07136522346369,1.3454958100558658,1588.8844922897877,1.5414900488826815,1.565681447858473,28.12700320046552,1,0 days 00:02:26.513000,11.833
21,1,2,0 days 00:03:40.795000,0,,1:05.329,0,1:16.181,0,1:19.285,0,98.1,6:19.141,2025-11-11 10:11:17.516,1:05.329,1:16.181,1:19.285,,,Am,,Toyota Gazoo Racing,GF,65.329,76.181,79.285,28.393,28.393,36.936,1:05.329,42.138,1:47.467,34.043,2:21.510,55.084,3:16.594,24.201,3:40.795,1,229.138,1747577379.138,,,,,,,,,,220.79500000000002,1747577158.343,2,-6.5388261851015805,-0.003652088036117382,-0.1164709367945824,71.64136286681716,3.084650112866817,6227.747531734838,5.854971783295711,5.970814051918736,135.54087447108603,1,0 days 00:02:26.513000,74.282
21,1,3,0 days 00:02:27.897000,0,,43.847,0,51.739,0,52.311,0,146.5,8:47.038,2025-11-11 10:13:45.413,0:43.847,0:51.739,0:52.311,,,Am,,Toyota Gazoo Racing,GF,43.847,51.739,52.311,17.878,17.878,25.969,43.847,29.337,1:13.184,22.402,1:35.586,32.882,2:08.468,19.429,2:27.897,2,377.035,1747577527.035,1747577526.0,2025-05-18 14:12:06,29.68,38.9,62.21,1013.5,6.48,237.0,0.0,147.897,1747577379.138,3,-4.244132397191574,-0.0037723169508525577,-0.08105697091273822,33.51882046138415,2.7715145436308926,4635.489959839358,2.0446860581745234,2.116600802407222,96.02863453815262,1,0 days 00:02:26.513000,1.384
