vehicle_number,driver_number,lap_number,lap_time,lap_improvement,crossing_finish_line_in_pit,s1,s1_improvement,s2,s2_improvement,s3,s3_improvement,kph,elapsed,hour,s1_large,s2_large,s3_large,top_speed,driver_name,pit_time,class,group,team,manufacturer,flag_at_fl,s1_seconds,s2_seconds,s3_seconds,im1a_time,im1a_elapsed,im1_time,im1_elapsed,im2a_time,im2a_elapsed,im2_time,im2_elapsed,im3a_time,im3a_elapsed,fl_time,fl_elapsed,unnamed: 41,tyre_age,elapsed_seconds,TIME_UTC_SECOND,TIME_UTC_SECONDS,TIME_UTC_STR,AIR_TEMP,TRACK_TEMP,HUMIDITY,PRESSURE,WIND_SPEED,WIND_DIRECTION,RAIN,Unnamed: 9,lap_time_seconds,START_UTC_SECONDS,lap,Laptrigger_lapdist_dls,Steering_Angle,VBOX_Lat_Min,VBOX_Long_Minutes,accx_can,accy_can,aps,gear,nmot,pbrake_f,pbrake_r,speed,incident,best_lap_time,loss_per_lap
2,1,1,0 days 00:01:45.842000,0,,38.340,0,34.572,0,32.930,0,133.5,1:45.842,2025-11-10 08:51:08.158,0:38.340,0:34.572,0:32.930,201.1,Will Robusto,,Am,,RVA Graphics Motorsports by Speed Syndicate,Toyota Gazoo Racing,GF,38.34,34.572,32.93,27.629,27.629,10.711,38.340,19.545,57.885,15.027,1:12.912,13.013,1:25.925,19.917,1:45.842,,0,2.403,1760791796.403,,,,,,,,,,,105.842,1760791690.561,1,2714.7087912087914,-1.6943359912015399,39.79401376727914,-86.23618874223409,0.00317816882045642,-0.1257088259554578,31.677594171020072,1.8559252130877097,5203.148351648351,2.0589730547154246,2.103949683805334,88.99116918844567,0,0 days 00:01:40.305000,5.537
2,1,2,0 days 00:01:40.501000,0,,34.073,0,33.64,0,32.788,0,140.6,3:26.343,2025-11-10 08:52:48.659,0:34.073,0:33.640,0:32.788,211.4,Will Robusto,,Am,,RVA Graphics Motorsports by Speed Syndicate,Toyota Gazoo Racing,GF,34.073,33.64,32.788,23.915,23.915,10.158,34.073,19.171,53.244,14.469,1:07.713,12.917,1:20.630,19.871,1:40.501,,1,102.904,1760791896.904,,,,,,,,,,,100.501,1760791796.403,2,2013.2136363636364,-1.679170451105056,39.79386324973457,-86.23578957474813,-0.006619134120496518,-0.11618649712382682,31.755413260672118,1.8858613381774145,5743.804545454545,2.701584922797457,2.771575840145322,97.87426626323752,0,0 days 00:01:40.305000,0.196
2,1,3,0 days 00:01:40.480000,0,,33.956,2,33.651,0,32.873,0,140.6,5:06.823,2025-11-10 08:54:29.139,0:33.956,0:33.651,0:32.873,213.0,Will Robusto,,Am,,RVA Graphics Motorsports by Speed Syndicate,Toyota Gazoo Racing,GF,33.956,33.651,32.873,23.825,23.825,10.131,33.956,19.027,52.983,14.624,1:07.607,13.154,1:20.761,19.719,1:40.480,,2,203.384,1760791997.384,,,,,,,,,,,100.47999999999999,1760791896.904,3,1973.7877551020408,-4.973888208894329,39.7939512392104,-86.23580994561271,0.013775193798449612,-0.21759893920848636,76.56350061199511,2.817217462260302,6366.434693877551,7.093871889024888,7.172221542227663,132.4847755102041,1,0 days 00:01:40.305000,0.175
2,1,4,0 days 00:01:40.305000,2,,34.044,0,33.506,0,32.755,0,140.9,6:47.128,2025-11-10 08:56:09.444,0:34.044,0:33.506,0:32.755,213.0,Will Robusto,,Am,,RVA Graphics Motorsports by Speed Syndicate,Toyota Gazoo Racing,GF,34.044,33.506,32.755,23.862,23.862,10.182,34.044,18.969,53.013,14.537,1:07.550,12.911,1:20.461,19.844,1:40.305,,3,303.689,1760792097.689,,,,,,,,,,,100.305,1760791997.3839998,4,1976.901467505241,-3.834465408805032,39.79399023955723,-86.23571974076565,0.0009262054507337521,-0.2242029350104822,75.22739203354297,2.8238993710691824,6435.07966457023,8.27155136268344,8.366591194968553,134.2782389937107,1,0 days 00:01:40.305000,0.0
2,1,5,0 days 00:01:41.932000,0,,34.225,0,,0,,0,138.6,8:29.060,2025-11-10 08:57:51.376,0:34.225,,,212.2,Will Robusto,,Am,,RVA Graphics Motorsports by Speed Syndicate,Toyota Gazoo Racing,GF,34.225,,,23.994,23.994,10.231,34.225,19.046,53.271,,,,1:22.173,19.759,1:41.932,,4,405.621,1760792199.621,,,,,,,,,,,101.932,1760792097.6890001,5,2001.4512711864406,-4.085103681760474,39.79393258177523,-86.235715216315,0.003520101565806178,-0.23198815065594583,74.41305120609395,2.8793906051629286,6469.103813559322,7.588076597545493,7.668929327126534,136.41655391120509,1,0 days 00:01:40.305000,1.627
2,1,6,0 days 00:01:40.965000,0,,34.519,0,33.89,0,32.556,0,140.0,10:10.025,2025-11-10 08:59:32.341,0:34.519,0:33.890,0:32.556,214.3,Will Robusto,,Am,,RVA Graphics Motorsports by Speed Syndicate,Toyota Gazoo Racing,GF,34.519,33.89,32.556,24.015,24.015,10.504,34.519,19.313,53.832,14.577,1:08.409,12.884,1:21.293,19.672,1:40.965,,5,506.586,1760792300.586,,,,,,,,,,,100.965,1760792199.621,6,2011.0372670807453,-4.368200663349917,39.79389751016797,-86.23568655365142,0.0019195688225538976,-0.21649709784411278,73.5404311774461,2.828358208955224,6422.395445134575,6.478186152570481,6.557657545605307,134.05871635610765,1,0 days 00:01:40.305000,0.66
2,1,7,0 days 00:01:40.649000,0,,34.570,0,33.452,2,32.627,0,140.4,11:50.674,2025-11-10 09:01:12.990,0:34.570,0:33.452,0:32.627,213.0,Will Robusto,,Am,,RVA Graphics Motorsports by Speed Syndicate,Toyota Gazoo Racing,GF,34.57,33.452,32.627,24.333,24.333,10.237,34.570,18.881,53.451,14.571,1:08.022,12.867,1:20.889,19.76,1:40.649,,6,607.235,1760792401.235,,,,,,,,,,,100.649,1760792300.586,7,1997.8428874734607,-4.018089171974522,39.793908989454785,-86.23574343476832,0.004670063694267516,-0.22438726114649682,75.23877282377919,2.851380042462845,6579.721868365181,9.60763269639066,9.70595541401274,137.54957537154988,1,0 days 00:01:40.305000,0.344
2,1,8,0 days 00:01:41.012000,0,,34.600,0,33.594,0,32.818,0,139.9,13:31.686,2025-11-10 09:02:54.002,0:34.600,0:33.594,0:32.818,213.0,Will Robusto,,Am,,RVA Graphics Motorsports by Speed Syndicate,Toyota Gazoo Racing,GF,34.6,33.594,32.818,24.273,24.273,10.327,34.600,19.096,53.696,14.498,1:08.194,13.029,1:21.223,19.789,1:41.012,,7,708.247,1760792502.247,,,,,,,,,,,101.012,1760792401.235,8,2047.5891304347826,-4.2820993031358885,39.7938640823763,-86.23567584167374,0.0036763937282229954,-0.22854660278745648,73.07998257839722,2.8349303135888504,6535.771739130435,7.47613893728223,7.586814024390244,136.19069565217393,1,0 days 00:01:40.305000,0.707
2,1,9,0 days 00:01:40.324000,0,,34.095,0,33.677,0,32.552,2,140.9,15:12.010,2025-11-10 09:04:34.326,0:34.095,0:33.677,0:32.552,211.4,Will Robusto,,Am,,RVA Graphics Motorsports by Speed Syndicate,Toyota Gazoo Racing,GF,34.095,33.677,32.552,23.93,23.93,10.165,34.095,19.135,53.230,14.542,1:07.772,12.837,1:20.609,19.715,1:40.324,,8,808.571,1760792602.571,,,,,,,,,,,100.324,1760792502.2470002,9,1998.8807531380753,-3.238638262322473,39.793907911257634,-86.23574547699918,0.004474101921470343,-0.2246152882205514,75.14486633249791,2.8609022556390977,6415.9037656903765,7.013253968253968,7.13765246449457,135.13331941544885,1,0 days 00:01:40.305000,0.019
2,1,10,0 days 00:01:40.537000,0,,34.109,0,33.634,0,32.794,0,140.6,16:52.547,2025-11-10 09:06:14.863,0:34.109,0:33.634,0:32.794,211.4,Will Robusto,,Am,,RVA Graphics Motorsports by Speed Syndicate,Toyota Gazoo Racing,GF,34.109,33.634,32.794,23.946,23.946,10.163,34.109,19.077,53.186,14.557,1:07.743,12.981,1:20.724,19.813,1:40.537,,9,909.108,1760792703.108,,,,,,,,,,,100.537,1760792602.571,10,1995.1513859275053,-7.880656156795911,39.794006875895114,-86.23578756923213,0.01047933532168726,-0.22098295696634002,74.50747763101832,2.8721772475500638,6433.413646055437,6.871864081806561,6.970668939071155,135.16629787234044,1,0 days 00:01:40.305000,0.232
2,1,11,0 days 00:01:40.361000,0,,34.063,0,33.704,0,32.594,0,140.8,18:32.908,2025-11-10 09:07:55.224,0:34.063,0:33.704,0:32.594,212.2,Will Robusto,,Am,,RVA Graphics Motorsports by Speed Syndicate,Toyota Gazoo Racing,GF,34.063,33.704,32.594,23.9,23.9,10.163,34.063,19.075,53.138,14.629,1:07.767,12.883,1:20.650,19.711,1:40.361,,10,1009.469,1760792803.469,,,,,,,,,,,100.36099999999999,1760792703.108,11,2020.6971677559914,-7.0839270199826245,39.79390669821864,-86.23569588947048,0.003971329278887923,-0.22915899218071242,75.24440920938315,2.8640312771503043,6521.342047930283,6.704567767158992,6.812024326672459,136.26850000000002,1,0 days 00:01:40.305000,0.056
2,1,12,0 days 00:02:20.480000,0,,42.698,0,48.199,0,49.583,0,100.6,20:53.388,2025-11-10 09:10:15.704,0:42.698,0:48.199,0:49.583,210.1,Will Robusto,,Am,,RVA Graphics Motorsports by Speed Syndicate,Toyota Gazoo Racing,FCY,42.698,48.199,49.583,25.518,25.518,17.18,42.698,31.194,1:13.892,17.005,1:30.897,19.458,1:50.355,30.125,2:20.480,,11,1149.949,1760792943.949,,,,,,,,,,,140.48,1760792803.4689999,12,1988.636559139785,-6.7370370370370365,39.793965900693856,-86.23580875446014,0.00240396210163652,-0.22470241171403962,73.9043066322136,2.9776055124892333,6424.898924731183,6.3336046511627915,6.441158484065461,137.21909482758622,1,0 days 00:01:40.305000,40.175
2,1,13,0 days 00:02:34.283000,0,,55.663,0,49.35,0,49.270,0,91.6,23:27.671,2025-11-10 09:12:49.987,0:55.663,0:49.350,0:49.270,118.0,Will Robusto,,Am,,RVA Graphics Motorsports by Speed Syndicate,Toyota Gazoo Racing,FCY,55.663,49.35,49.27,42.456,42.456,13.207,55.663,31.341,1:27.004,18.009,1:45.013,20.789,2:05.802,28.481,2:34.283,,12,1304.232,1760793098.232,,,,,,,,,,,154.28300000000002,1760792943.9490001,13,1994.0723404255318,-9.424893617021276,39.793903579711916,-86.23573139921147,0.00713191489361702,-0.2264476595744681,74.4316170212766,2.913617021276596,6505.372340425532,6.59943829787234,6.704934042553191,137.58444680851065,1,0 days 00:01:40.305000,53.978
2,1,14,0 days 00:02:26.223000,0,,52.394,0,47.807,0,46.022,0,96.6,25:53.894,2025-11-10 09:15:16.210,0:52.394,0:47.807,0:46.022,123.0,Will Robusto,,Am,,RVA Graphics Motorsports by Speed Syndicate,Toyota Gazoo Racing,FCY,52.394,47.807,46.022,39.955,39.955,12.439,52.394,29.73,1:22.124,18.077,1:40.201,18.424,1:58.625,27.598,2:26.223,,13,1450.455,1760793244.455,,,,,,,,,,,146.223,1760793098.2319999,14,2092.882960413081,-5.375489859058096,39.793683062225895,-86.23585460160598,-0.027584393262289446,-0.13797490546579583,30.9874252320385,2.710553454795462,5355.657487091222,2.926421450670334,3.018007906497078,110.38785223367698,0,0 days 00:01:40.305000,45.918
2,1,15,0 days 00:02:14.053000,0,,49.073,0,40.879,0,44.101,0,105.4,28:07.947,2025-11-10 09:17:30.263,0:49.073,0:40.879,0:44.101,167.2,Will Robusto,,Am,,RVA Graphics Motorsports by Speed Syndicate,Toyota Gazoo Racing,GF,49.073,40.879,44.101,37.681,37.681,11.392,49.073,22.729,1:11.802,18.15,1:29.952,19.775,1:49.727,24.326,2:14.053,,14,1584.508,1760793378.508,,,,,,,,,,,134.053,1760793244.455,15,1907.165497896213,-4.340823760156907,39.79397796241801,-86.2360830566201,-0.008193611655926029,-0.09926421966937518,18.404889324740825,2.3765760717287754,4802.566619915849,0.932773886242645,0.987240123283833,91.09990196078432,0,0 days 00:01:40.305000,33.748
2,1,16,0 days 00:01:42.885000,0,,34.956,0,34.469,0,33.460,0,137.3,29:50.832,2025-11-10 09:19:13.148,0:34.956,0:34.469,0:33.460,209.3,Will Robusto,,Am,,RVA Graphics Motorsports by Speed Syndicate,Toyota Gazoo Racing,GF,34.956,34.469,33.46,24.651,24.651,10.305,34.956,19.369,54.325,15.1,1:09.425,13.511,1:22.936,19.949,1:42.885,,15,1687.393,1760793481.393,,,,,,,,,,,102.88499999999999,1760793378.508,16,1903.4724292101341,-5.49791542584872,39.794034286508115,-86.23610499588203,-0.01312864800476474,-0.11044073853484217,22.596399642644432,2.738832638475283,4724.329359165425,0.9501072066706373,0.9856030375223348,96.49967213114753,0,0 days 00:01:40.305000,2.58
2,1,17,0 days 00:01:41.803000,0,,34.587,0,34.16,0,33.056,0,138.8,31:32.635,2025-11-10 09:20:54.951,0:34.587,0:34.160,0:33.056,211.4,Will Robusto,,Am,,RVA Graphics Motorsports by Speed Syndicate,Toyota Gazoo Racing,GF,34.587,34.16,33.056,24.365,24.365,10.222,34.587,19.328,53.915,14.832,1:08.747,13.168,1:21.915,19.888,1:41.803,,16,1789.196,1760793583.196,,,,,,,,,,,101.803,1760793481.3930001,17,1902.9933222036727,-5.86499665998664,39.793864331089345,-86.23599364714536,0.011443887775551102,-0.1389933199732799,39.92051102204409,2.4749498997995993,5527.819699499165,2.914026386105544,2.9538476953907815,106.75463333333333,0,0 days 00:01:40.305000,1.498
2,1,18,0 days 00:01:41.431000,0,,34.338,0,33.998,0,33.095,0,139.3,33:14.066,2025-11-10 09:22:36.382,0:34.338,0:33.998,0:33.095,213.0,Will Robusto,,Am,,RVA Graphics Motorsports by Speed Syndicate,Toyota Gazoo Racing,GF,34.338,33.998,33.095,24.021,24.021,10.317,34.338,19.345,53.683,14.653,1:08.336,13.162,1:21.498,19.933,1:41.431,,17,1890.627,1760793684.627,,,,,,,,,,,101.431,1760793583.196,18,1994.937238493724,-8.000209030100335,39.793895849017396,-86.23573946235172,0.00399289297658863,-0.22628553511705685,73.33842391304348,2.850752508361204,6478.401673640167,5.728348662207358,5.813486622073579,135.44882845188286,1,0 days 00:01:40.305000,1.126
2,1,19,0 days 00:01:41.324000,0,,34.682,0,33.843,0,32.799,0,139.5,34:55.390,2025-11-10 09:24:17.706,0:34.682,0:33.843,0:32.799,213.0,Will Robusto,,Am,,RVA Graphics Motorsports by Speed Syndicate,Toyota Gazoo Racing,GF,34.682,33.843,32.799,24.351,24.351,10.331,34.682,19.294,53.976,14.549,1:08.525,12.997,1:21.522,19.802,1:41.324,,18,1991.951,1760793785.951,,,,,,,,,,,101.324,1760793684.627,19,1995.4202586206898,-5.109978494623657,39.79393016528058,-86.23573798394972,0.013406021505376344,-0.2239664516129032,74.7334623655914,2.8868817204301074,6508.670258620689,6.522339784946237,6.622313978494624,136.91920430107527,1,0 days 00:01:40.305000,1.019
2,1,20,0 days 00:01:40.647000,0,,34.221,0,33.617,0,32.809,0,140.4,36:36.037,2025-11-10 09:25:58.353,0:34.221,0:33.617,0:32.809,213.0,Will Robusto,,Am,,RVA Graphics Motorsports by Speed Syndicate,Toyota Gazoo Racing,GF,34.221,33.617,32.809,24.003,24.003,10.218,34.221,19.119,53.340,14.498,1:07.838,12.963,1:20.801,19.846,1:40.647,,19,2092.598,1760793886.598,,,,,,,,,,,100.64699999999999,1760793785.951,20,2003.6093418259024,-6.588860544217687,39.79391018063033,-86.23572282401882,0.0037482993197278914,-0.22698809523809524,74.39344812925171,2.9323979591836733,6488.055201698514,6.4649468537414965,6.561685799319728,137.9692781316348,1,0 days 00:01:40.305000,0.342
2,1,21,0 days 00:01:40.685000,0,,34.184,0,33.722,0,32.779,0,140.3,38:16.722,2025-11-10 09:27:39.038,0:34.184,0:33.722,0:32.779,212.2,Will Robusto,,Am,,RVA Graphics Motorsports by Speed Syndicate,Toyota Gazoo Racing,GF,34.184,33.722,32.779,23.949,23.949,10.235,34.184,19.165,53.349,14.557,1:07.906,12.963,1:20.869,19.816,1:40.685,,20,2193.283,1760793987.283,1760793989.0,2025-10-18 13:26:29,18.08,18.0,73.92,984.4,8.28,178.0,0.0,,100.685,1760793886.598,21,2014.5845824411135,-7.082841249465125,39.79386983144268,-86.23569393851689,0.017181001283697046,-0.22822036799315362,74.05105263157894,2.8887462558836114,6509.522483940043,5.79938810440736,5.887098844672657,136.97605995717345,1,0 days 00:01:40.305000,0.38
2,1,22,0 days 00:01:40.376000,0,,34.163,0,33.542,0,32.671,0,140.8,39:57.098,2025-11-10 09:29:19.414,0:34.163,0:33.542,0:32.671,211.4,Will Robusto,,Am,,RVA Graphics Motorsports by Speed Syndicate,Toyota Gazoo Racing,GF,34.163,33.542,32.671,23.921,23.921,10.242,34.163,19.015,53.178,14.527,1:07.705,12.905,1:20.610,19.766,1:40.376,,21,2293.659,1760794087.659,,,,,,,,,,,100.376,1760793987.283,22,1968.943231441048,-8.205434782608696,39.7939474056078,-86.23568270144256,0.01032304347826087,-0.2314204347826087,76.80445217391303,2.9634782608695653,6398.967248908297,7.698676086956523,7.795091304347825,136.94021739130434,1,0 days 00:01:40.305000,0.071
2,1,23,0 days 00:01:40.723000,0,,34.234,0,33.866,0,32.623,0,140.3,41:37.821,2025-11-10 09:31:00.137,0:34.234,0:33.866,0:32.623,211.4,Will Robusto,,Am,,RVA Graphics Motorsports by Speed Syndicate,Toyota Gazoo Racing,GF,34.234,33.866,32.623,24.049,24.049,10.185,34.234,19.194,53.428,14.672,1:08.100,12.9,1:21.000,19.723,1:40.723,,22,2394.382,1760794188.382,,,,,,,,,,,100.723,1760794087.659,23,1968.9739696312365,-6.356478260869565,39.794034743930986,-86.23577260224715,0.0004204347826086949,-0.2173304347826087,74.24316086956522,2.8860869565217393,6422.1605206073755,7.943258695652173,8.044734782608696,135.55416485900219,1,0 days 00:01:40.305000,0.418
2,1,24,0 days 00:01:41.111000,0,,34.408,0,33.855,0,32.848,0,139.8,43:18.932,2025-11-10 09:32:41.248,0:34.408,0:33.855,0:32.848,213.0,Will Robusto,,Am,,RVA Graphics Motorsports by Speed Syndicate,Toyota Gazoo Racing,GF,34.408,33.855,32.848,23.984,23.984,10.424,34.408,19.16,53.568,14.695,1:08.263,13.068,1:21.331,19.78,1:41.111,,23,2495.493,1760794289.493,,,,,,,,,,,101.11099999999999,1760794188.382,24,2023.3245614035088,-6.787774846086192,39.79397073878252,-86.23568895351708,-0.0015000000000000005,-0.21902902374670186,73.13660510114336,2.8153034300791555,6477.7390350877195,7.033054089709763,7.14938874230431,134.29912087912086,1,0 days 00:01:40.305000,0.806
2,1,25,0 days 00:01:41.848000,0,,34.187,0,34.809,0,32.852,0,138.7,45:00.780,2025-11-10 09:34:23.096,0:34.187,0:34.809,0:32.852,213.0,Will Robusto,,Am,,RVA Graphics Motorsports by Speed Syndicate,Toyota Gazoo Racing,GF,34.187,34.809,32.852,23.971,23.971,10.216,34.187,19.74,53.927,15.069,1:08.996,13.018,1:22.014,19.834,1:41.848,,24,2597.341,1760794391.341,,,,,,,,,,,101.848,1760794289.493,25,2016.5440860215053,-5.070479862896315,39.79386231913563,-86.23570736228858,0.015321336760925449,-0.22854327335047128,75.14793059125964,2.966580976863753,6411.920430107527,6.030981148243359,6.12558911739503,137.18543897216273,1,0 days 00:01:40.305000,1.543
2,1,26,0 days 00:01:40.943000,0,,34.204,0,33.736,0,33.003,0,140.0,46:41.723,2025-11-10 09:36:04.039,0:34.204,0:33.736,0:33.003,212.2,Will Robusto,,Am,,RVA Graphics Motorsports by Speed Syndicate,Toyota Gazoo Racing,FF,34.204,33.736,33.003,23.96,23.96,10.244,34.204,19.065,53.269,14.671,1:07.940,13.126,1:21.066,19.877,1:40.943,,25,2698.284,1760794492.284,,,,,,,,,,,100.943,1760794391.3409998,26,1982.4291938997821,-6.4386363636363635,39.794036018264876,-86.23583683600792,0.0023776223776223776,-0.21175611888111887,75.57620192307692,2.883304195804196,6520.17211328976,7.034431818181819,7.143623251748252,137.19816593886463,1,0 days 00:01:40.305000,0.638
3,1,1,0 days 00:01:49.697000,0,,40.766,0,35.14,0,33.791,0,128.8,1:49.697,2025-11-10 08:51:12.013,0:40.766,0:35.140,0:33.791,197.1,Jason Kos,,Am,Legends,Eagles Canyon Racing Powered by Fast Track,Toyota Gazoo Racing,GF,40.766,35.14,33.791,29.893,29.893,10.873,40.766,19.836,1:00.602,15.304,1:15.906,13.548,1:29.454,20.243,1:49.697,,1,6.258,1760791800.258,,,,,,,,,,,109.697,1760791690.5609999,1,2274.2519462137298,-5.3885621377067725,39.79400423670968,-86.23621958869191,0.03573815919694613,-0.12263579810547151,42.761751731938354,2.308497101654178,4731.754423213022,2.9541290824261277,3.0152544889014563,90.75218772053636,1,0 days 00:01:41.384000,8.313
3,1,1,0 days 00:01:50.087000,0,,40.688,0,36.013,0,33.386,0,128.4,1:50.087,2025-11-10 08:51:12.403,0:40.688,0:36.013,0:33.386,197.1,Karl Forman,,Am,,Precision Racing LA,Toyota Gazoo Racing,GF,40.688,36.013,33.386,29.522,29.522,11.166,40.688,20.474,1:01.162,15.539,1:16.701,13.601,1:30.302,19.785,1:50.087,,0,6.648,1760791800.648,,,,,,,,,,,110.087,1760791690.561,1,2274.2519462137298,-5.3885621377067725,39.79400423670968,-86.23621958869191,0.03573815919694613,-0.12263579810547151,42.761751731938354,2.308497101654178,4731.754423213022,2.9541290824261277,3.0152544889014563,90.75218772053636,1,0 days 00:01:41.384000,8.703
3,1,2,0 days 00:01:44.490000,0,,35.494,0,35.228,0,33.768,0,135.2,3:34.577,2025-11-10 08:52:56.893,0:35.494,0:35.228,0:33.768,213.0,Karl Forman,,Am,,Precision Racing LA,Toyota Gazoo Racing,GF,35.494,35.228,33.768,24.923,24.923,10.571,35.494,19.81,55.304,15.418,1:10.722,13.598,1:24.320,20.17,1:44.490,,2,111.138,1760791905.138,,,,,,,,,,,104.49000000000001,1760791800.648,2,1954.129337539432,-4.609905362776026,39.79406112767168,-86.23590730612962,0.03636293375394322,-0.12820599369085173,48.3097523659306,2.4813880126182966,5262.992113564669,3.856605678233439,3.9336774447949527,102.08906151419559,1,0 days 00:01:41.384000,3.106
3,1,2,0 days 00:01:45.624000,0,,35.671,0,35.407,0,34.546,0,133.8,3:35.321,2025-11-10 08:52:57.637,0:35.671,0:35.407,0:34.546,210.1,Jason Kos,,Am,Legends,Eagles Canyon Racing Powered by Fast Track,Toyota Gazoo Racing,GF,35.671,35.407,34.546,25.192,25.192,10.479,35.671,19.851,55.522,15.556,1:11.078,13.594,1:24.672,20.952,1:45.624,,3,111.882,1760791905.882,,,,,,,,,,,105.624,1760791800.258,2,1954.129337539432,-4.609905362776026,39.79406112767168,-86.23590730612962,0.03636293375394322,-0.12820599369085173,48.3097523659306,2.4813880126182966,5262.992113564669,3.856605678233439,3.9336774447949527,102.08906151419559,1,0 days 00:01:41.384000,4.24
3,1,3,0 days 00:01:41.545000,0,,34.545,0,34.182,0,32.818,0,139.2,5:16.122,2025-11-10 08:54:38.438,0:34.545,0:34.182,0:32.818,212.2,Karl Forman,,Am,,Precision Racing LA,Toyota Gazoo Racing,GF,34.545,34.182,32.818,24.193,24.193,10.352,34.545,19.252,53.797,14.93,1:08.727,12.995,1:21.722,19.823,1:41.545,,4,212.683,1760792006.683,,,,,,,,,,,101.545,1760791905.138,3,1971.6345381526105,-7.057525150905433,39.79403267367265,-86.23578879895584,0.04348128772635815,-0.20509778672032195,76.06687726358149,2.9191146881287726,6134.22891566265,6.545279678068411,6.630582494969819,130.65246727089627,1,0 days 00:01:41.384000,0.161
3,1,3,0 days 00:01:43.282000,0,,35.024,0,34.497,0,33.761,0,136.8,5:18.603,2025-11-10 08:54:40.919,0:35.024,0:34.497,0:33.761,209.3,Jason Kos,,Am,Legends,Eagles Canyon Racing Powered by Fast Track,Toyota Gazoo Racing,GF,35.024,34.497,33.761,24.631,24.631,10.393,35.024,19.473,54.497,15.024,1:09.521,13.662,1:23.183,20.099,1:43.282,,5,215.164,1760792009.164,,,,,,,,,,,103.282,1760791905.882,3,1971.6345381526105,-7.057525150905433,39.79403267367265,-86.23578879895584,0.04348128772635815,-0.20509778672032195,76.06687726358149,2.9191146881287726,6134.22891566265,6.545279678068411,6.630582494969819,130.65246727089627,1,0 days 00:01:41.384000,1.898
3,1,4,0 days 00:01:42.819000,0,,34.767,0,34.21,0,33.842,0,137.4,6:58.941,2025-11-10 08:56:21.257,0:34.767,0:34.210,0:33.842,213.0,Karl Forman,,Am,,Precision Racing LA,Toyota Gazoo Racing,GF,34.767,34.21,33.842,23.961,23.961,10.806,34.767,19.224,53.991,14.986,1:08.977,13.612,1:22.589,20.23,1:42.819,,6,315.502,1760792109.502,1760792108.0,2025-10-18 12:55:08,16.84,16.9,75.94,984.4,7.2,177.0,0.0,,102.819,1760792006.683,4,2018.8520833333334,-6.574457881567974,39.79390244169768,-86.23577177892435,0.0347174728940784,-0.2258846955796497,76.30570058381986,3.000208507089241,6146.258333333333,7.412729357798164,7.510326313594662,133.90326742976066,1,0 days 00:01:41.384000,1.435
3,1,4,0 days 00:01:42.413000,0,,34.897,0,34.386,0,33.130,2,138.0,7:01.016,2025-11-10 08:56:23.332,0:34.897,0:34.386,0:33.130,213.0,Jason Kos,,Am,Legends,Eagles Canyon Racing Powered by Fast Track,Toyota Gazoo Racing,GF,34.897,34.386,33.13,24.51,24.51,10.387,34.897,19.421,54.318,14.965,1:09.283,13.101,1:22.384,20.029,1:42.413,,7,317.577,1760792111.577,,,,,,,,,,,102.413,1760792009.1639998,4,2018.8520833333334,-6.574457881567974,39.79390244169768,-86.23577177892435,0.0347174728940784,-0.2258846955796497,76.30570058381986,3.000208507089241,6146.258333333333,7.412729357798164,7.510326313594662,133.90326742976066,1,0 days 00:01:41.384000,1.029
3,1,5,0 days 00:01:42.026000,0,,34.662,0,34.271,0,33.093,0,138.5,8:40.967,2025-11-10 08:58:03.283,0:34.662,0:34.271,0:33.093,217.3,Karl Forman,,Am,,Precision Racing LA,Toyota Gazoo Racing,GF,34.662,34.271,33.093,24.287,24.287,10.375,34.662,19.177,53.839,15.094,1:08.933,13.211,1:22.144,19.882,1:42.026,,8,417.528,1760792211.528,,,,,,,,,,,102.02600000000001,1760792109.502,5,2000.218220338983,-7.136219305673158,39.793920705926105,-86.23573655944875,0.03944750211685013,-0.22497375105842507,77.11664690939881,3.06731583403895,6260.287076271186,8.505766299745977,8.59361452159187,137.06461945031714,1,0 days 00:01:41.384000,0.642
3,1,5,0 days 00:01:42.612000,0,,34.786,0,34.575,0,33.251,0,137.7,8:43.628,2025-11-10 08:58:05.944,0:34.786,0:34.575,0:33.251,211.4,Jason Kos,,Am,Legends,Eagles Canyon Racing Powered by Fast Track,Toyota Gazoo Racing,GF,34.786,34.575,33.251,24.465,24.465,10.321,34.786,19.409,54.195,15.166,1:09.361,13.187,1:22.548,20.064,1:42.612,,9,420.189,1760792214.189,,,,,,,,,,,102.612,1760792111.577,5,2000.218220338983,-7.136219305673158,39.793920705926105,-86.23573655944875,0.03944750211685013,-0.22497375105842507,77.11664690939881,3.06731583403895,6260.287076271186,8.505766299745977,8.59361452159187,137.06461945031714,1,0 days 00:01:41.384000,1.228
3,1,6,0 days 00:01:41.871000,0,,34.625,0,33.956,0,33.290,0,138.7,10:22.838,2025-11-10 08:59:45.154,0:34.625,0:33.956,0:33.290,213.0,Karl Forman,,Am,,Precision Racing LA,Toyota Gazoo Racing,GF,34.625,33.956,33.29,24.407,24.407,10.218,34.625,19.115,53.740,14.841,1:08.581,13.031,1:21.612,20.259,1:41.871,,10,519.399,1760792313.399,,,,,,,,,,,101.87100000000001,1760792211.5279999,6,1985.2798708288483,-7.188139235066609,39.793986837291186,-86.23581471953415,0.037042544048130635,-0.2171254834550924,76.18058229480017,3.052428018908466,6230.947255113025,8.316677051998282,8.41354856037817,136.28372317596566,1,0 days 00:01:41.384000,0.487
