vehicle_number,driver_number,lap_number,lap_time,lap_improvement,crossing_finish_line_in_pit,s1,s1_improvement,s2,s2_improvement,s3,s3_improvement,kph,elapsed,hour,s1_large,s2_large,s3_large,top_speed,driver_name,pit_time,class,group,team,manufacturer,flag_at_fl,s1_seconds,s2_seconds,s3_seconds,im1a_time,im1a_elapsed,im1_time,im1_elapsed,im2a_time,im2a_elapsed,im2_time,im2_elapsed,im3a_time,im3a_elapsed,fl_time,fl_elapsed,unnamed: 41,tyre_age,elapsed_seconds,TIME_UTC_SECOND,TIME_UTC_SECONDS,TIME_UTC_STR,AIR_TEMP,TRACK_TEMP,HUMIDITY,PRESSURE,WIND_SPEED,WIND_DIRECTION,RAIN,Unnamed: 9,lap_time_seconds,START_UTC_SECONDS,lap,Laptrigger_lapdist_dls,Steering_Angle,VBOX_Lat_Min,VBOX_Long_Minutes,accx_can,accy_can,aps,gear,nmot,pbrake_f,pbrake_r,speed,incident,best_lap_time,loss_per_lap
7,1,3,0 days 00:01:40.967000,0,,34.133,0,34.102,0,32.732,0,140.0,5:04.749,2025-11-10 08:54:27.065,0:34.133,0:34.102,0:32.732,215.1,Jaxon Bell,,Am,,Copeland Motorsports,Toyota Gazoo Racing,GF,34.133,34.102,32.732,24.001,24.001,10.132,34.133,19.381,53.514,14.721,1:08.235,12.977,1:21.212,19.755,1:40.967,,2,201.31,1760791995.31,,,,,,,,,,,100.967,1760791894.343,3,1953.7617021276596,-11.774426508071368,39.79402818574476,-86.23586080675928,0.02096771452846219,-0.22624341546304164,77.62437977909941,2.9868309260832624,6296.870212765957,7.559717502124045,7.673986830926083,135.74825531914894,1,0 days 00:01:40.271000,0.696
7,1,4,0 days 00:01:40.292000,0,,33.958,2,33.663,0,32.671,0,140.9,6:45.041,2025-11-10 08:56:07.357,0:33.958,0:33.663,0:32.671,217.3,Jaxon Bell,,Am,,Copeland Motorsports,Toyota Gazoo Racing,GF,33.958,33.663,32.671,23.771,23.771,10.187,33.958,19.05,53.008,14.613,1:07.621,12.836,1:20.457,19.835,1:40.292,,3,301.602,1760792095.602,,,,,,,,,,,100.292,1760791995.31,4,1999.0263157894738,-10.543571741992102,39.79396660215973,-86.23580856624535,0.008825362000877577,-0.24027819218955684,77.46180781044318,3.107503290917069,6341.0526315789475,8.264245283018868,8.380596752961825,139.86112087912088,1,0 days 00:01:40.271000,0.021
7,1,5,0 days 00:01:40.935000,0,,34.627,0,33.571,0,32.737,0,140.0,8:25.976,2025-11-10 08:57:48.292,0:34.627,0:33.571,0:32.737,211.4,Jaxon Bell,,Am,,Copeland Motorsports,Toyota Gazoo Racing,GF,34.627,33.571,32.737,24.452,24.452,10.175,34.627,19.092,53.719,14.479,1:08.198,12.932,1:21.130,19.805,1:40.935,,4,402.537,1760792196.537,,,,,,,,,,,100.935,1760792095.602,5,2006.8301075268816,-9.934524321997419,39.79391432362695,-86.23574881650126,0.012116229014205768,-0.23631683168316833,77.57271201033147,3.1046061127851914,6305.137634408602,7.367253551442102,7.485243219974172,138.8901505376344,1,0 days 00:01:40.271000,0.664
7,1,6,0 days 00:01:40.345000,0,,34.115,0,33.672,0,32.558,2,140.8,10:06.321,2025-11-10 08:59:28.637,0:34.115,0:33.672,0:32.558,211.4,Jaxon Bell,,Am,,Copeland Motorsports,Toyota Gazoo Racing,GF,34.115,33.672,32.558,23.974,23.974,10.141,34.115,19.152,53.267,14.52,1:07.787,12.818,1:20.605,19.74,1:40.345,,5,502.882,1760792296.882,1760792296.0,2025-10-18 12:58:16,17.02,16.9,75.46,984.4,12.24,173.0,0.0,,100.345,1760792196.537,6,2017.0177777777778,-10.149822222222223,39.79392221238878,-86.23575452338325,0.027338666666666667,-0.24279955555555555,78.37479111111111,3.1142222222222222,6334.0,6.7596,6.868771111111111,139.4154,1,0 days 00:01:40.271000,0.074
7,1,7,0 days 00:01:40.355000,0,,34.191,0,33.553,0,32.611,0,140.8,11:46.676,2025-11-10 09:01:08.992,0:34.191,0:33.553,0:32.611,214.3,Jaxon Bell,,Am,,Copeland Motorsports,Toyota Gazoo Racing,GF,34.191,33.553,32.611,24.023,24.023,10.168,34.191,19.069,53.260,14.484,1:07.744,12.827,1:20.571,19.784,1:40.355,,6,603.237,1760792397.237,,,,,,,,,,,100.35499999999999,1760792296.882,7,1985.260775862069,-8.964814814814815,39.79394442700395,-86.23575864096945,0.012010335917312662,-0.23325753660637383,77.43367786391042,3.0676141257536607,6331.640086206897,7.7134151593453915,7.835372523686478,138.6115948275862,1,0 days 00:01:40.271000,0.084
7,1,8,0 days 00:01:40.271000,2,,34.115,0,33.545,2,32.611,0,140.9,13:26.947,2025-11-10 09:02:49.263,0:34.115,0:33.545,0:32.611,211.4,Jaxon Bell,,Am,,Copeland Motorsports,Toyota Gazoo Racing,GF,34.115,33.545,32.611,24.016,24.016,10.099,34.115,19.033,53.148,14.512,1:07.660,12.817,1:20.477,19.794,1:40.271,,7,703.508,1760792497.508,,,,,,,,,,,100.271,1760792397.237,8,1990.9605263157894,-10.85737489025461,39.793973671542226,-86.2358268657413,0.012010535557506585,-0.23710403863037754,76.75141352063213,3.0776997366110623,6364.263157894737,7.76785118525022,7.890370939420544,139.46769736842106,1,0 days 00:01:40.271000,0.0
7,1,9,0 days 00:01:40.526000,0,,34.136,0,33.715,0,32.675,0,140.6,15:07.473,2025-11-10 09:04:29.789,0:34.136,0:33.715,0:32.675,211.4,Jaxon Bell,,Am,,Copeland Motorsports,Toyota Gazoo Racing,GF,34.136,33.715,32.675,24.025,24.025,10.111,34.136,19.045,53.181,14.67,1:07.851,12.856,1:20.707,19.819,1:40.526,,8,804.034,1760792598.034,,,,,,,,,,,100.52600000000001,1760792497.508,9,2003.3153347732182,-9.970428015564202,39.79391708407008,-86.23577636111828,0.012716385646346737,-0.239116299178556,76.87865542585386,3.079118028534371,6358.611231101512,7.757280587980977,7.882362732382187,139.64354211663067,1,0 days 00:01:40.271000,0.255
7,1,10,0 days 00:01:40.961000,0,,34.558,0,33.651,0,32.752,0,140.0,16:48.434,2025-11-10 09:06:10.750,0:34.558,0:33.651,0:32.752,212.2,Jaxon Bell,,Am,,Copeland Motorsports,Toyota Gazoo Racing,GF,34.558,33.651,32.752,24.405,24.405,10.153,34.558,19.058,53.616,14.593,1:08.209,12.87,1:21.079,19.882,1:40.961,,9,904.995,1760792698.995,,,,,,,,,,,100.961,1760792598.034,10,1993.819956616052,-10.231774891774892,39.793913757852664,-86.23576204704516,0.013424675324675324,-0.23631255411255409,77.60325974025974,3.085281385281385,6358.618221258134,7.58564935064935,7.70816883116883,139.67839826839827,1,0 days 00:01:40.271000,0.69
7,1,11,0 days 00:01:40.913000,0,,34.272,0,33.762,0,32.879,0,140.0,18:29.347,2025-11-10 09:07:51.663,0:34.272,0:33.762,0:32.879,212.2,Jaxon Bell,,Am,,Copeland Motorsports,Toyota Gazoo Racing,GF,34.272,33.762,32.879,23.928,23.928,10.344,34.272,19.201,53.473,14.561,1:08.034,13.05,1:21.084,19.829,1:40.913,,10,1005.908,1760792799.908,,,,,,,,,,,100.913,1760792698.995,11,2002.9568034557235,-10.815421166306695,39.79392086712897,-86.23574057593459,0.012673434125269977,-0.23612267818574514,77.11502807775378,3.083369330453564,6341.012958963283,7.547252699784017,7.670799136069115,139.290626349892,1,0 days 00:01:40.271000,0.642
8,1,1,0 days 00:01:53.493000,0,,42.769,0,36.574,0,34.150,0,124.5,1:53.493,2025-11-10 08:51:15.809,0:42.769,0:36.574,0:34.150,196.0,Tom Rudnai,,Am,Legends,Eagles Canyon Racing Powered by Fast Track,Toyota Gazoo Racing,GF,42.769,36.574,34.15,31.317,31.317,11.452,42.769,20.465,1:03.234,16.109,1:19.343,13.689,1:33.032,20.461,1:53.493,,0,10.054,1760791804.054,,,,,,,,,,,113.493,1760791690.5609999,1,1738.6893063583816,-9.476356812933025,39.794039931088065,-86.2361706520063,-0.004533775981524249,-0.13237500000000002,51.64614030023095,2.1885103926097,4911.0346820809245,2.6512644341801384,2.673734122401848,92.35669552669553,0,0 days 00:01:43.621000,9.872
8,1,2,0 days 00:02:11.578000,0,,59.878,0,37.111,0,34.589,0,107.4,4:05.071,2025-11-10 08:53:27.387,0:59.878,0:37.111,0:34.589,208.1,Tom Rudnai,,Am,Legends,Eagles Canyon Racing Powered by Fast Track,Toyota Gazoo Racing,GF,59.878,37.111,34.589,47.855,47.855,12.023,59.878,21.457,1:21.335,15.654,1:36.989,14.017,1:51.006,20.572,2:11.578,,1,141.632,1760791935.632,,,,,,,,,,,131.578,1760791804.054,2,1894.0936995153472,-9.586998706338939,39.79417783137589,-86.23579792155948,-0.002866429495472187,-0.15461093143596377,39.21632600258732,2.7089262613195344,5090.46042003231,2.4219744501940492,2.4659605433376455,104.35570274636511,0,0 days 00:01:43.621000,27.957
8,1,3,0 days 00:01:46.554000,0,,36.210,0,35.919,0,34.425,0,132.6,5:51.625,2025-11-10 08:55:13.941,0:36.210,0:35.919,0:34.425,200.0,Tom Rudnai,,Am,Legends,Eagles Canyon Racing Powered by Fast Track,Toyota Gazoo Racing,GF,36.21,35.919,34.425,25.193,25.193,11.017,36.210,20.244,56.454,15.675,1:12.129,13.723,1:25.852,20.702,1:46.554,,2,248.186,1760792042.186,,,,,,,,,,,106.554,1760791935.6320002,3,1980.9701789264413,-11.760739856801909,39.794100147632726,-86.23565552741076,-0.010097454256165475,-0.1987824184566428,68.42651153540174,2.9526650755767703,5899.294234592446,5.6563305489260145,5.708993635640414,128.0088247011952,1,0 days 00:01:43.621000,2.933
8,1,4,0 days 00:01:45.702000,0,,36.217,0,35.708,0,33.777,0,133.7,7:37.327,2025-11-10 08:56:59.643,0:36.217,0:35.708,0:33.777,201.1,Tom Rudnai,,Am,Legends,Eagles Canyon Racing Powered by Fast Track,Toyota Gazoo Racing,GF,36.217,35.708,33.777,25.034,25.034,11.183,36.217,20.102,56.319,15.606,1:11.925,13.441,1:25.366,20.336,1:45.702,,3,353.888,1760792147.888,,,,,,,,,,,105.702,1760792042.186,4,1805.44776119403,5.594295190713102,39.794850986158075,-86.2361267418806,0.019102819237147593,-0.1731704809286899,57.94117081260365,2.7764510779436153,5090.553897180763,4.194837479270315,4.236485903814262,107.79034825870647,1,0 days 00:01:43.621000,2.081
8,1,5,0 days 00:01:44.310000,0,,35.620,0,35.103,0,33.587,0,135.5,9:21.637,2025-11-10 08:58:43.953,0:35.620,0:35.103,0:33.587,202.2,Tom Rudnai,,Am,Legends,Eagles Canyon Racing Powered by Fast Track,Toyota Gazoo Racing,GF,35.62,35.103,33.587,24.792,24.792,10.828,35.620,20.007,55.627,15.096,1:10.723,13.193,1:23.916,20.394,1:44.310,,4,458.198,1760792252.198,,,,,,,,,,,104.31,1760792147.888,5,2009.553497942387,8.156566488266776,39.793883105765254,-86.23572297172814,0.0021815561959654174,-0.21373322354878552,71.53563194730341,3.08233841086867,5952.545267489712,5.311751749691231,5.362463976945245,131.6716255144033,1,0 days 00:01:43.621000,0.689
8,1,6,0 days 00:01:45.107000,0,,35.856,0,35.317,0,33.934,0,134.4,11:06.744,2025-11-10 09:00:29.060,0:35.856,0:35.317,0:33.934,203.0,Tom Rudnai,,Am,Legends,Eagles Canyon Racing Powered by Fast Track,Toyota Gazoo Racing,GF,35.856,35.317,33.934,25.161,25.161,10.695,35.856,19.971,55.827,15.346,1:11.173,13.572,1:24.745,20.362,1:45.107,,5,563.305,1760792357.305,1760792359.0,2025-10-18 12:59:19,17.02,16.9,75.29,984.5,3.96,188.0,0.0,,105.107,1760792252.198,6,1991.7567010309278,6.58379381443299,39.79394160634464,-86.23572977596952,0.0024948453608247424,-0.2122577319587629,72.25350515463917,3.0997938144329895,6014.290721649484,5.468725773195876,5.519422680412371,132.63187628865978,1,0 days 00:01:43.621000,1.486
8,1,7,0 days 00:01:44.402000,0,,35.846,0,35.11,0,33.446,0,135.3,12:51.146,2025-11-10 09:02:13.462,0:35.846,0:35.110,0:33.446,203.0,Tom Rudnai,,Am,Legends,Eagles Canyon Racing Powered by Fast Track,Toyota Gazoo Racing,GF,35.846,35.11,33.446,24.952,24.952,10.894,35.846,19.787,55.633,15.323,1:10.956,13.108,1:24.064,20.338,1:44.402,,6,667.707,1760792461.707,,,,,,,,,,,104.402,1760792357.305,7,1996.354700854701,5.808885091841094,39.793879352946,-86.23576215819791,0.005526697992310979,-0.22836950021358396,74.84665954720205,3.084579239641179,6079.871794871795,7.079908158906449,7.128248611704399,133.2617094017094,1,0 days 00:01:43.621000,0.781
8,1,8,0 days 00:01:44.889000,0,,35.865,0,35.492,0,33.532,0,134.7,14:36.035,2025-11-10 09:03:58.351,0:35.865,0:35.492,0:33.532,203.0,Tom Rudnai,,Am,Legends,Eagles Canyon Racing Powered by Fast Track,Toyota Gazoo Racing,GF,35.865,35.492,33.532,24.914,24.914,10.951,35.865,20.001,55.866,15.491,1:11.357,13.234,1:24.591,20.298,1:44.889,,7,772.596,1760792566.596,,,,,,,,,,,104.88900000000001,1760792461.707,8,1993.8375,6.278503118503119,39.793916052740975,-86.23573171889213,0.0032964656964656965,-0.2179297297297297,74.07606652806653,3.1056133056133057,6030.829166666666,6.646885654885655,6.6927713097713095,133.44215767634856,1,0 days 00:01:43.621000,1.268
8,1,9,0 days 00:01:44.324000,0,,35.674,0,35.208,0,33.442,0,135.4,16:20.359,2025-11-10 09:05:42.675,0:35.674,0:35.208,0:33.442,202.2,Tom Rudnai,,Am,Legends,Eagles Canyon Racing Powered by Fast Track,Toyota Gazoo Racing,GF,35.674,35.208,33.442,24.838,24.838,10.836,35.674,19.786,55.460,15.422,1:10.882,13.244,1:24.126,20.198,1:44.324,,8,876.92,1760792670.92,1760792672.0,2025-10-18 13:04:32,17.17,17.0,75.06,984.5,3.24,197.0,0.0,,104.324,1760792566.5960002,9,1994.4217118997913,6.879498956158664,39.79394306987213,-86.23574705820741,0.008888935281837162,-0.22068935281837163,74.15937787056367,3.082672233820459,6115.139874739039,6.645436325678497,6.688960334029227,134.1397286012526,1,0 days 00:01:43.621000,0.703
8,1,10,0 days 00:01:44.459000,0,,35.671,0,35.012,0,33.776,0,135.3,18:04.818,2025-11-10 09:07:27.134,0:35.671,0:35.012,0:33.776,204.2,Tom Rudnai,,Am,Legends,Eagles Canyon Racing Powered by Fast Track,Toyota Gazoo Racing,GF,35.671,35.012,33.776,24.793,24.793,10.878,35.671,19.819,55.490,15.193,1:10.683,13.436,1:24.119,20.34,1:44.459,,9,981.379,1760792775.379,,,,,,,,,,,104.459,1760792670.9199998,10,2000.3458333333333,6.660742594910305,39.793922359067096,-86.23574147007592,0.006194409678765123,-0.2157688777638715,72.84214017521901,3.065915727993325,6080.5375,6.0526470588235295,6.102215269086358,133.47833333333332,1,0 days 00:01:43.621000,0.838
8,1,11,0 days 00:01:44.586000,0,,35.282,2,35.278,0,34.026,0,135.1,19:49.404,2025-11-10 09:09:11.720,0:35.282,0:35.278,0:34.026,204.2,Tom Rudnai,,Am,Legends,Eagles Canyon Racing Powered by Fast Track,Toyota Gazoo Racing,FCY,35.282,35.278,34.026,24.609,24.609,10.673,35.282,19.945,55.227,15.333,1:10.560,13.595,1:24.155,20.431,1:44.586,,10,1085.965,1760792879.965,,,,,,,,,,,104.586,1760792775.379,11,1988.5836820083682,5.54071129707113,39.793963102715786,-86.23570454808957,0.007073640167364016,-0.21480251046025106,74.5299790794979,3.0757322175732216,6114.309623430962,6.168784518828452,6.214018828451883,134.2918410041841,1,0 days 00:01:43.621000,0.965
8,1,12,0 days 00:01:46.200000,0,,37.229,0,35.446,0,33.525,0,133.1,21:35.604,2025-11-10 09:10:57.920,0:37.229,0:35.446,0:33.525,200.0,Tom Rudnai,,Am,Legends,Eagles Canyon Racing Powered by Fast Track,Toyota Gazoo Racing,FCY,37.229,35.446,33.525,25.538,25.538,11.691,37.229,20.067,57.296,15.379,1:12.675,13.327,1:26.002,20.198,1:46.200,,11,1192.165,1760792986.165,1760792985.0,2025-10-18 13:09:45,17.36,17.1,74.88,984.5,6.12,175.0,0.0,,106.2,1760792879.965,12,1998.1395833333333,5.7915381408920386,39.79393042738908,-86.23574044854504,0.007721550646102543,-0.21605210504376823,73.64947894956232,3.057523968320133,6140.325,6.043730721133806,6.092498957899125,134.0946875,1,0 days 00:01:43.621000,2.579
8,1,13,0 days 00:02:05.517000,0,,36.067,0,42.585,0,46.865,0,112.6,23:41.121,2025-11-10 09:13:03.437,0:36.067,0:42.585,0:46.865,203.0,Tom Rudnai,,Am,Legends,Eagles Canyon Racing Powered by Fast Track,Toyota Gazoo Racing,FCY,36.067,42.585,46.865,25.336,25.336,10.731,36.067,25.867,1:01.934,16.718,1:18.652,17.978,1:36.630,28.887,2:05.517,,12,1317.682,1760793111.682,,,,,,,,,,,125.517,1760792986.165,13,2001.133611691023,6.941969128076763,39.79387886801709,-86.23571111800823,0.008199833124739257,-0.21737797246558196,73.04794326241135,3.0884438881935754,6102.601252609604,5.685254484772632,5.731220275344181,134.08734864300627,1,0 days 00:01:43.621000,21.896
8,1,14,0 days 00:02:24.643000,0,,55.709,0,44.904,0,44.030,0,97.7,26:05.764,2025-11-10 09:15:28.080,0:55.709,0:44.904,0:44.030,166.2,Tom Rudnai,,Am,Legends,Eagles Canyon Racing Powered by Fast Track,Toyota Gazoo Racing,FCY,55.709,44.904,44.03,44.422,44.422,11.287,55.709,28.561,1:24.270,16.343,1:40.613,19.961,2:00.574,24.069,2:24.643,,13,1462.325,1760793256.325,,,,,,,,,,,144.643,1760793111.6820002,14,1990.3243243243244,5.54775,39.79397720177968,-86.2357500521342,0.0025266666666666666,-0.20711583333333333,71.92049166666666,3.0625,6004.336798336798,5.8207562500000005,5.866741666666667,131.50520833333334,1,0 days 00:01:43.621000,41.022
8,1,15,0 days 00:02:08.830000,0,,50.131,0,38.291,0,40.408,0,109.7,28:14.594,2025-11-10 09:17:36.910,0:50.131,0:38.291,0:40.408,173.1,Tom Rudnai,,Am,Legends,Eagles Canyon Racing Powered by Fast Track,Toyota Gazoo Racing,GF,50.131,38.291,40.408,38.967,38.967,11.164,50.131,22.69,1:12.821,15.601,1:28.422,16.54,1:44.962,23.868,2:08.830,,14,1591.155,1760793385.155,,,,,,,,,,,128.83,1760793256.325,15,2156.7293497363794,7.406640899508082,39.793479679507094,-86.23581787506124,-0.024023541813070974,-0.15599718903724527,44.923042867182005,2.597329585382994,5494.768014059754,4.536173576950105,4.588787772312017,111.2832337434095,1,0 days 00:01:43.621000,25.209
8,1,16,0 days 00:01:43.886000,0,,35.746,0,34.85,0,33.290,0,136.0,29:58.480,2025-11-10 09:19:20.796,0:35.746,0:34.850,0:33.290,205.3,Tom Rudnai,,Am,Legends,Eagles Canyon Racing Powered by Fast Track,Toyota Gazoo Racing,GF,35.746,34.85,33.29,25.193,25.193,10.553,35.746,19.72,55.466,15.13,1:10.596,13.078,1:23.674,20.212,1:43.886,,15,1695.041,1760793489.041,,,,,,,,,,,103.886,1760793385.155,16,1868.2850678733032,8.293307205306,39.79400823717919,-86.235996870812,-0.004382876092854989,-0.13401416943020802,32.37327705758215,2.312028941814893,5090.53544494721,1.888727766053663,1.9430117576123003,97.4875867269985,0,0 days 00:01:43.621000,0.265
8,1,17,0 days 00:01:43.621000,2,,35.481,0,34.95,0,33.190,2,136.4,31:42.101,2025-11-10 09:21:04.417,0:35.481,0:34.950,0:33.190,211.4,Tom Rudnai,,Am,Legends,Eagles Canyon Racing Powered by Fast Track,Toyota Gazoo Racing,GF,35.481,34.95,33.19,24.719,24.719,10.762,35.481,19.769,55.250,15.181,1:10.431,13.068,1:23.499,20.122,1:43.621,,16,1798.662,1760793592.662,,,,,,,,,,,103.62100000000001,1760793489.041,17,1893.6598639455783,7.991573224600748,39.79394556136914,-86.2360505011063,0.003913693510023785,-0.15902004757050628,43.76843696907917,2.7546721032959565,5281.0459183673465,2.438890587835542,2.4969469928644243,108.87758913412564,0,0 days 00:01:43.621000,0.0
8,1,18,0 days 00:01:45.345000,0,,36.351,0,35.359,0,33.635,0,134.1,33:27.446,2025-11-10 09:22:49.762,0:36.351,0:35.359,0:33.635,205.3,Tom Rudnai,,Am,Legends,Eagles Canyon Racing Powered by Fast Track,Toyota Gazoo Racing,GF,36.351,35.359,33.635,25.263,25.263,11.088,36.351,20.171,56.522,15.188,1:11.710,13.26,1:24.970,20.375,1:45.345,,17,1904.007,1760793698.007,,,,,,,,,,,105.345,1760793592.662,18,1998.141052631579,5.54663582842725,39.793925011829735,-86.23574980855288,0.00780613961312027,-0.22567830109335577,73.30012195121951,3.0967199327165686,6108.012631578948,6.5389213624894875,6.596709419680404,134.7993052631579,1,0 days 00:01:43.621000,1.724
8,1,19,0 days 00:01:44.325000,0,,35.579,0,35.321,0,33.425,0,135.4,35:11.771,2025-11-10 09:24:34.087,0:35.579,0:35.321,0:33.425,207.3,Tom Rudnai,,Am,Legends,Eagles Canyon Racing Powered by Fast Track,Toyota Gazoo Racing,GF,35.579,35.321,33.425,24.623,24.623,10.956,35.579,19.764,55.343,15.557,1:10.900,13.29,1:24.190,20.135,1:44.325,,18,2008.332,1760793802.332,,,,,,,,,,,104.325,1760793698.007,19,2002.670859538784,8.477162048698572,39.79395234134395,-86.23574325599958,0.011222082283795131,-0.22620025188916876,74.96955919395465,3.1032745591939546,6150.457023060797,7.167208228379513,7.224380772460117,135.37644957983193,1,0 days 00:01:43.621000,0.704
8,1,20,0 days 00:01:44.143000,0,,35.307,0,34.743,2,34.093,0,135.7,36:55.914,2025-11-10 09:26:18.230,0:35.307,0:34.743,0:34.093,206.1,Tom Rudnai,,Am,Legends,Eagles Canyon Racing Powered by Fast Track,Toyota Gazoo Racing,GF,35.307,34.743,34.093,24.54,24.54,10.767,35.307,19.8,55.107,14.943,1:10.050,13.315,1:23.365,20.778,1:44.143,,19,2112.475,1760793906.475,,,,,,,,,,,104.143,1760793802.332,20,1997.3057851239669,1.6095947063689,39.79396921351885,-86.23573151139605,0.014011579818031432,-0.21905872622001654,72.22698924731182,2.997518610421836,6141.820247933884,5.722586848635236,5.778153432588916,133.19307851239668,0,0 days 00:01:43.621000,0.522
8,1,21,0 days 00:01:44.193000,0,,35.674,0,34.984,0,33.535,0,135.6,38:40.107,2025-11-10 09:28:02.423,0:35.674,0:34.984,0:33.535,205.3,Tom Rudnai,,Am,Legends,Eagles Canyon Racing Powered by Fast Track,Toyota Gazoo Racing,GF,35.674,34.984,33.535,24.919,24.919,10.755,35.674,19.94,55.614,15.044,1:10.658,13.304,1:23.962,20.231,1:44.193,,20,2216.668,1760794010.668,,,,,,,,,,,104.193,1760793906.475,21,1997.0668058455115,3.7191151919866443,39.79393513732044,-86.23571076178193,0.009815108514190317,-0.21719616026711186,74.66871869782972,3.070534223706177,6125.475991649269,6.8561727879799665,6.9170367278798,134.3730625,1,0 days 00:01:43.621000,0.572
8,1,22,0 days 00:01:43.896000,0,,35.378,0,34.835,0,33.683,0,136.0,40:24.003,2025-11-10 09:29:46.319,0:35.378,0:34.835,0:33.683,205.3,Tom Rudnai,,Am,Legends,Eagles Canyon Racing Powered by Fast Track,Toyota Gazoo Racing,GF,35.378,34.835,33.683,24.717,24.717,10.661,35.378,19.778,55.156,15.057,1:10.213,13.28,1:23.493,20.403,1:43.896,,21,2320.564,1760794114.564,1760794114.0,2025-10-18 13:28:34,18.31,18.1,73.67,984.4,4.68,189.0,0.0,,103.896,1760794010.668,22,2008.847280334728,1.464240903387704,39.79389961590482,-86.23573489250971,0.013294019238812214,-0.22493559180259307,74.33063989962359,3.063989962358846,6161.1820083682005,6.14831869510665,6.2171831869510665,134.4067991631799,1,0 days 00:01:43.621000,0.275
8,1,23,0 days 00:01:44.823000,0,,35.544,0,35.08,0,34.199,0,134.8,42:08.826,2025-11-10 09:31:31.142,0:35.544,0:35.080,0:34.199,204.2,Tom Rudnai,,Am,Legends,Eagles Canyon Racing Powered by Fast Track,Toyota Gazoo Racing,GF,35.544,35.08,34.199,24.786,24.786,10.758,35.544,19.898,55.442,15.182,1:10.624,13.651,1:24.275,20.548,1:44.823,,22,2425.387,1760794219.387,,,,,,,,,,,104.82300000000001,1760794114.5640001,23,1993.6701902748414,9.15335584634867,39.793910687157954,-86.23575142457446,0.01187716336006754,-0.22456268467707896,73.75547488391726,3.0519206416209372,6153.334038054968,5.972737441958633,6.042129590544533,134.0621729957806,1,0 days 00:01:43.621000,1.202
8,1,24,0 days 00:01:44.515000,0,,35.634,0,35.05,0,33.831,0,135.2,43:53.341,2025-11-10 09:33:15.657,0:35.634,0:35.050,0:33.831,205.3,Tom Rudnai,,Am,Legends,Eagles Canyon Racing Powered by Fast Track,Toyota Gazoo Racing,GF,35.634,35.05,33.831,24.658,24.658,10.976,35.634,19.873,55.507,15.177,1:10.684,13.292,1:23.976,20.539,1:44.515,,23,2529.902,1760794323.902,,,,,,,,,,,104.515,1760794219.3869998,24,2003.1365546218487,4.0550566512799,39.793910970619834,-86.23574449072552,0.010554762903902644,-0.22205119597146455,73.91714645404952,3.088543852287033,6145.8172268907565,6.5213470415442725,6.592291229542593,135.00924528301888,1,0 days 00:01:43.621000,0.894
8,1,25,0 days 00:01:44.595000,0,,35.783,0,35.047,0,33.765,0,135.1,45:37.936,2025-11-10 09:35:00.252,0:35.783,0:35.047,0:33.765,204.2,Tom Rudnai,,Am,Legends,Eagles Canyon Racing Powered by Fast Track,Toyota Gazoo Racing,GF,35.783,35.047,33.765,24.88,24.88,10.903,35.783,19.981,55.764,15.066,1:10.830,13.125,1:23.955,20.64,1:44.595,,24,2634.497,1760794428.497,1760794427.0,2025-10-18 13:33:47,18.7,18.4,72.58,984.4,5.76,180.0,0.0,,104.595,1760794323.902,25,2005.2286902286903,5.023441396508728,39.793896246233885,-86.23573549291241,0.009356192851205319,-0.21808395677472986,74.14953865336659,3.1030756442227765,6077.018711018711,6.4245324189526185,6.495089359933499,133.63659043659044,1,0 days 00:01:43.621000,0.974
8,1,26,0 days 00:01:44.195000,0,,35.533,0,34.922,0,33.740,0,135.6,47:22.131,2025-11-10 09:36:44.447,0:35.533,0:34.922,0:33.740,202.2,Tom Rudnai,,Am,Legends,Eagles Canyon Racing Powered by Fast Track,Toyota Gazoo Racing,FF,35.533,34.922,33.74,24.933,24.933,10.6,35.533,19.906,55.439,15.016,1:10.455,13.209,1:23.664,20.531,1:44.195,,25,2738.692,1760794532.692,,,,,,,,,,,104.195,1760794428.497,26,2001.3659043659043,3.543089092422981,39.79393768786987,-86.23573381358837,0.011475853455453789,-0.21569608659450457,73.8146003330558,3.0666111573688593,6136.39501039501,6.347343880099917,6.417160699417153,133.95228690228691,1,0 days 00:01:43.621000,0.574
11,1,1,0 days 00:01:48.973000,0,,40.598,0,34.966,0,33.409,0,129.7,1:48.973,2025-11-10 08:51:11.289,0:40.598,0:34.966,0:33.409,200.0,Farran Davis,,Am,Legends,RVA Graphics Motorsports by Speed Syndicate,Toyota Gazoo Racing,GF,40.598,34.966,33.409,29.578,29.578,11.02,40.598,19.893,1:00.491,15.073,1:15.564,13.355,1:28.919,20.054,1:48.973,,0,5.534,1760791799.534,,,,,,,,,,,108.973,1760791690.5609999,1,2721.525352112676,-4.756973795435334,39.794010465465554,-86.23617764599527,-0.0038019160326852636,-0.13990504367427445,31.83440123978586,2.1958298112144266,4888.476056338028,2.325736827275289,2.3615469146238373,91.4292957746479,0,0 days 00:01:41.713000,7.26
